,Acceptor,Donor,sTDDFTLUMO,sTDDFTHOMO,sTDDFTdeltaLUMO,sTDDFTdeltaHOMO,sTDDFToptbg,sTDDFToscs,sTDDFTfundbg,sTDDFTsinglepointenergy,sTDDFTdipolemoment,sTDDFTsummedoscs,sTDDFTabsFOM,sTDDFTScharberVoc,sTDDFTScharberJscDon,sTDDFTScharberJscAcc,sTDDFTScharberJscTot,sTDDFTScharberPCETot,sTDDFTScharberPCEAcc,sTDDFTScharberPCEDon,donsTDDFTLUMO,donsTDDFTHOMO,donsTDDFTdeltaLUMO,donsTDDFTdeltaHOMO,donsTDDFToptbg,donsTDDFToscs,donsTDDFTfundbg,donsTDDFTsinglepointenergy,donsTDDFTdipolemoment,donsTDDFTsummedoscs,donsTDDFTabsFOM,sTDDFTDHomoALumoOffset,sTDDFTaccElectrophilicity,sTDDFTAccChemHard,sTDDFTAccElectrodonating,sTDDFTAccElectroaccepting,sTDDFTDonChemHard,sTDDFTDonElectrodonating,sTDDFTDonElectroaccepting,sTDDFTdonElectrophilicity,sTDDFTHOMOoffset,sTDDFTLUMOoffset,Planarity,PiSystemSize,sTDDFTdonlowestengtranseV,sTDDFTdonlowestengtranswavenumber,sTDDFTdonfirstengtranseV,sTDDFTdonfirstengtranswavenumber,sTDDFTdonfirstoscs,sTDDFTacclowestengtranseV,sTDDFTacclowestengtranswavenumber,sTDDFTaccfirstengtranseV,sTDDFTaccfirstengtranswavenumber,sTDDFTaccfirstoscs,sTDDFTacchighestoscsunderten,sTDDFTdonhighestoscsunderten,ScharberFF,ExperimentalFF,ExperimentalVoc,ExperimentalJsc,ExperimentalPCE
989,FO-2F,PBDB-TF,-2.68,-6.91,0.20000000000000012,0.5999999999999996,2.3090904582424123,1.943186638,4.23,-4061.110705432547,9.48343,5.656500672999999,19.003343911486283,3.06,5.9897904869356955,5.7760363966168455,11.76582688355254,23.402229671386003,11.488536392870907,11.913693278515098,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.36,5.4354669030732845,4.23,8.097341903073286,3.3023419030732866,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.8700000000000001,0.6900000000000002,1.5240269143617209,56,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.309028316,18624.2,2.309028316,18624.2,1.943186638,1.943186638,2.257052621,0.65,77.0,0.878,22.26,15.05
1011,BT6IC-HD-4Cl,PBDB-TF,-2.77,-6.69,0.23,0.92,2.0739312636381673,2.2817054480000003,3.92,-6648.487380374417,4.4981300000000015,6.382662754000001,20.465044180510297,2.97,5.9897904869356955,8.455634921254621,14.445425408190316,27.88689375051141,16.323603215482038,11.563290535029358,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.27,5.7073724489795925,3.92,8.317372448979592,3.5873724489795915,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.6500000000000004,0.78,1.580531377639898,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.07387545,16727.5,2.07387545,16727.5,2.2817054480000003,2.2817054480000003,2.257052621,0.65,72.65,0.88,24.43,14.9
1017,ITIC-Th,PDBT-T1,-2.58,-6.63,0.27,0.79,2.166323646101964,1.6652655980000002,4.05,-6242.754283967138,3.99462,5.66132857,18.24607883391064,3.09,5.048874370412562,7.322658015526723,12.371532385939286,24.848222797159053,14.707558624185422,10.140664172973628,-1.77,-5.97,0.1100000000000001,0.11000000000000032,2.382513390200357,0.842805392,4.199999999999998,-17967.99590191805,2.24224,13.443344381000006,40.16131844440885,3.39,5.236055555555557,4.05,7.791680555555555,3.1866805555555566,4.199999999999998,5.763428571428572,1.893428571428572,3.565928571428572,0.6600000000000001,0.81,2.0758140064776565,54,2.541490816,20499.2,2.382449272,19216.4,0.842805392,2.166265346,17472.7,2.166265346,17472.7,1.6652655980000002,1.6652655980000002,3.447543414,0.65,67.0,0.88,16.24,9.6
1021,ITIC-Th,PDCBT-Cl,-2.58,-6.63,0.27,0.79,2.166323646101964,1.6652655980000002,4.05,-6242.754283967138,3.99462,5.66132857,18.24607883391064,3.26,5.048874370412562,7.322658015526723,12.371532385939286,26.21527712580534,15.516712334901126,10.698564790904216,-1.92,-6.14,0.25,0.2600000000000007,2.381881075183496,4.076802804,4.22,-9402.575206581614,5.65723,5.183854525,6.8351369827283275,3.56,5.236055555555557,4.05,7.791680555555555,3.1866805555555566,4.22,6.127304502369666,2.0973045023696684,3.848554502369668,0.4900000000000002,0.6600000000000001,2.0758140064776565,54,2.3818169739999995,19211.3,2.3818169739999995,19211.3,4.076802804,2.166265346,17472.7,2.166265346,17472.7,1.6652655980000002,1.6652655980000002,4.076802804,0.65,70.0,0.94,18.3,12.11
1025,ITIC-Th,PffBT4T-2DT,-2.58,-6.63,0.27,0.79,2.166323646101964,1.6652655980000002,4.05,-6242.754283967138,3.99462,5.66132857,18.24607883391064,2.8500000000000005,11.470004624998436,7.322658015526723,18.79266264052516,34.813407541572865,13.565223973763256,21.248183567809612,-2.12,-5.73,0.13000000000000012,0.21,1.8744296766514577,1.631072887,3.61,-9935.390340808997,2.16526,8.256423152,42.729011551267,3.1500000000000004,5.236055555555557,4.05,7.791680555555555,3.1866805555555566,3.61,6.455611149584488,2.5306111495844874,4.267486149584489,0.8999999999999995,0.46,2.0758140064776565,54,2.05503049,16575.5,1.874379232,15118.4,1.631072887,2.166265346,17472.7,2.166265346,17472.7,1.6652655980000002,1.6652655980000002,1.759389755,0.65,57.1,0.858,13.47,6.6
1027,ITIC-Th,PTFB-O,-2.58,-6.63,0.27,0.79,2.166323646101964,1.6652655980000002,4.05,-6242.754283967138,3.99462,5.66132857,18.24607883391064,3.04,5.007148525382501,7.322658015526723,12.329806540909223,24.363697724836626,14.469572238680804,9.894125486155822,-1.79,-5.92,0.13000000000000012,0.1200000000000001,2.385712160285657,3.017880585,4.13,-10194.129684084059,10.48223,9.988432533,33.60423097633433,3.34,5.236055555555557,4.05,7.791680555555555,3.1866805555555566,4.13,5.783936138014527,1.928936138014528,3.598311138014528,0.71,0.79,2.0758140064776565,54,2.385647956,19242.2,2.385647956,19242.2,3.017880585,2.166265346,17472.7,2.166265346,17472.7,1.6652655980000002,1.6652655980000002,3.017880585,0.65,67.0,0.92,17.1,10.88
1055,Y11,PBDB-TF,-2.75,-6.62,0.29000000000000004,0.8499999999999996,2.062041261654433,2.332874763,3.87,-4707.367906795349,6.12202,6.684495942000001,22.283521792852227,2.99,5.9897904869356955,8.639401943084222,14.629192430019918,28.431835487743715,16.79067767638419,11.641157811359525,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.29,5.6716343669250655,3.87,8.256009366925062,3.571009366925065,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5800000000000001,0.76,1.0738563510072168,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.061985768,16631.6,2.061985768,16631.6,2.332874763,2.332874763,2.257052621,0.65,74.33,0.833,26.74,16.54
1077,CH1007,PBDB-TF,-2.77,-6.68,0.2400000000000002,0.9400000000000004,2.0788038087681016,2.29229075,3.91,-8978.223582072082,2.60258,6.233342445999999,19.410821657918238,2.97,5.9897904869356955,8.409595891909474,14.399386378845167,27.798015404360598,16.23472486933124,11.563290535029358,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.27,5.70987851662404,3.91,8.31675351662404,3.591753516624041,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.6399999999999997,0.78,1.52349295845973,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.078747864,16766.8,2.078747864,16766.8,2.29229075,2.29229075,2.257052621,0.65,75.61,0.8220000000000001,27.48,17.08
1099,Y15,PBDB-TF,-2.77,-6.6,0.29000000000000004,0.8800000000000008,2.0334383058916883,2.429034191,3.83,-6148.6833161685645,5.9454400000000005,6.643793650000001,22.12594657490637,2.97,5.9897904869356955,9.015396683858519,15.005187170794215,28.967513833218234,17.404223298188878,11.563290535029358,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.27,5.730868146214099,3.83,8.312743146214098,3.6277431462141,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5599999999999996,0.78,1.4329549724676558,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.033383582,16400.9,2.033383582,16400.9,2.429034191,2.429034191,2.257052621,0.65,68.49,0.87,23.79,14.13
1121,F-2F,PBDB-TF,-2.71,-6.91,0.25,0.6699999999999999,2.3231749652846654,2.790367994,4.2,-3910.813798275829,3.01191,5.865610612,14.661113898370347,3.03,5.9897904869356955,5.601131933192955,11.590922420128651,22.828321706443376,11.031429342423527,11.796892364019852,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.508595238095238,4.2,8.176095238095241,3.3660952380952383,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.8700000000000001,0.72,1.0562954895675865,54,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.3231124439999995,18737.8,2.3231124439999995,18737.8,2.790367994,2.790367994,2.257052621,0.65,74.1,0.941,18.54,12.93
1143,BTSe-4F,PBDB-TF,-2.8,-6.76,0.3099999999999996,0.8700000000000001,2.0775143820670503,1.88119791,3.96,-6304.440035123967,7.498480000000002,5.650199399999997,20.460649374241356,2.9400000000000004,5.9897904869356955,8.409595891909474,14.399386378845167,27.51722736997312,16.070737749439008,11.446489620534114,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.24,5.7697979797979775,3.96,8.407297979797981,3.6272979797979783,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.7199999999999998,0.8099999999999998,1.3590306267460008,56,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.077458472,16756.4,2.077458472,16756.4,1.88119791,1.88119791,2.257052621,0.65,75.4,0.8109999999999999,22.52,13.79
1160,O-IDTBR,P3HT,-2.5,-6.34,0.23,0.6400000000000006,2.035694802618528,2.441165507,3.84,-5513.841507235471,2.18043,4.368987528,16.134883617869125,2.75,2.7032955920274753,9.015396683858519,11.718692275885994,20.94716244314622,16.115021572397108,4.832140870749113,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.05,5.087604166666667,3.84,7.537604166666666,3.1176041666666667,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,0.79,1.53,0.8996670646455664,48,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.035640018,16419.1,2.035640018,16419.1,2.441165507,2.441165507,2.364060892,0.65,60.0,0.72,13.9,6.3
1169,ITIC,J71,-2.56,-6.59,0.2400000000000002,0.8399999999999999,2.134484725252926,1.744138136,4.0299999999999985,-4959.775091333931,0.42076,5.415067018999999,16.538055178675847,3.0500000000000003,4.771945250541704,7.682828798895218,12.454774049436926,24.691589553008704,15.231208093809775,9.460381459198928,-1.76,-5.91,0.3200000000000001,0.21999999999999967,2.415988891093037,3.435330346,4.15,-15406.502742895591,4.04634,10.76941207,26.194578388471605,3.35,5.193703473945411,4.0299999999999985,7.73307847394541,3.1580784739454097,4.15,5.720784638554218,1.8857846385542167,3.5439096385542164,0.6799999999999997,0.8,2.00978866736744,54,2.415923872,19486.4,2.415923872,19486.4,3.435330346,2.134427282,17215.9,2.134427282,17215.9,1.744138136,1.744138136,3.435330346,0.65,69.77,0.94,17.32,11.41
1173,ITIC,PTB7-Th,-2.56,-6.59,0.2400000000000002,0.8399999999999999,2.134484725252926,1.744138136,4.0299999999999985,-4959.775091333931,0.42076,5.415067018999999,16.538055178675847,3.0900000000000003,7.277138842750522,7.682828798895218,14.95996764164574,30.047095008245478,15.43096164258105,14.616133365664425,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.39,5.193703473945411,4.0299999999999985,7.73307847394541,3.1580784739454097,3.9,6.3463141025641026,2.346314102564102,4.102564102564102,0.6399999999999997,0.5100000000000002,2.00978866736744,54,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,2.134427282,17215.9,2.134427282,17215.9,1.744138136,1.744138136,2.6916976910000003,0.65,66.0,0.825,14.4,7.8
1174,ITIC,FTAZ,-2.56,-6.59,0.2400000000000002,0.8399999999999999,2.134484725252926,1.744138136,4.0299999999999985,-4959.775091333931,0.42076,5.415067018999999,16.538055178675847,3.07,4.731442027845098,7.682828798895218,12.414270826740315,24.772677434760304,15.33108486819541,9.441592566564893,-1.79,-5.93,0.17999999999999994,0.16000000000000014,2.41969599285856,5.075779484,4.14,-9410.312718462876,11.64466,8.78473932,21.157306354257802,3.37,5.193703473945411,4.0299999999999985,7.73307847394541,3.1580784739454097,4.14,5.7876871980676325,1.927687198067633,3.5989371980676337,0.6600000000000001,0.77,2.00978866736744,54,2.419630874,19516.3,2.419630874,19516.3,5.075779484,2.134427282,17215.9,2.134427282,17215.9,1.744138136,1.744138136,5.075779484,0.65,60.1,0.89,12.18,6.48
1175,ITIC,PDCBT-Cl,-2.56,-6.59,0.2400000000000002,0.8399999999999999,2.134484725252926,1.744138136,4.0299999999999985,-4959.775091333931,0.42076,5.415067018999999,16.538055178675847,3.28,5.048874370412562,7.682828798895218,12.73170316930778,27.143991156964184,16.379790999244605,10.764200157719578,-1.92,-6.14,0.25,0.2600000000000007,2.381881075183496,4.076802804,4.22,-9402.575206581614,5.65723,5.183854525,6.8351369827283275,3.58,5.193703473945411,4.0299999999999985,7.73307847394541,3.1580784739454097,4.22,6.127304502369666,2.0973045023696684,3.848554502369668,0.4500000000000002,0.6400000000000001,2.00978866736744,54,2.3818169739999995,19211.3,2.3818169739999995,19211.3,4.076802804,2.134427282,17215.9,2.134427282,17215.9,1.744138136,1.744138136,4.076802804,0.65,65.9,1.02,10.8,7.25
1177,ITIC,PBDB-T,-2.56,-6.59,0.2400000000000002,0.8399999999999999,2.134484725252926,1.744138136,4.0299999999999985,-4959.775091333931,0.42076,5.415067018999999,16.538055178675847,2.99,6.967194681231388,7.682828798895218,14.650023480126604,28.472320633626055,14.931577770652856,13.540742862973199,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.29,5.193703473945411,4.0299999999999985,7.73307847394541,3.1580784739454097,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7400000000000002,0.73,2.00978866736744,54,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.134427282,17215.9,2.134427282,17215.9,1.744138136,1.744138136,2.659886367,0.65,74.2,0.899,16.81,11.21
1180,ITIC,PFBDB-T,-2.56,-6.59,0.2400000000000002,0.8399999999999999,2.134484725252926,1.744138136,4.0299999999999985,-4959.775091333931,0.42076,5.415067018999999,16.538055178675847,3.2100000000000004,6.743289481812316,7.682828798895218,14.426118280707536,30.10009579269628,16.03022228889488,14.069873503801404,-2.03,-6.07,0.1499999999999999,0.10999999999999943,2.2146523507240627,1.553512982,4.040000000000001,-15717.644859435271,0.69531,12.78416149,46.086059068286716,3.51,5.193703473945411,4.0299999999999985,7.73307847394541,3.1580784739454097,4.040000000000001,6.337524752475248,2.287524752475247,4.060024752475247,0.5199999999999996,0.5300000000000002,2.00978866736744,54,2.5872270379999995,20868.1,2.21459275,17862.5,0.065804631,2.134427282,17215.9,2.134427282,17215.9,1.744138136,1.744138136,2.221059013,0.65,66.0,0.95,18.5,11.71
1181,ITIC,PTFB-O,-2.56,-6.59,0.2400000000000002,0.8399999999999999,2.134484725252926,1.744138136,4.0299999999999985,-4959.775091333931,0.42076,5.415067018999999,16.538055178675847,3.06,5.007148525382501,7.682828798895218,12.68997732427772,25.240364897988393,15.28114648100259,9.959218416985797,-1.79,-5.92,0.13000000000000012,0.1200000000000001,2.385712160285657,3.017880585,4.13,-10194.129684084059,10.48223,9.988432533,33.60423097633433,3.36,5.193703473945411,4.0299999999999985,7.73307847394541,3.1580784739454097,4.13,5.783936138014527,1.928936138014528,3.598311138014528,0.6699999999999999,0.77,2.00978866736744,54,2.385647956,19242.2,2.385647956,19242.2,3.017880585,2.134427282,17215.9,2.134427282,17215.9,1.744138136,1.744138136,3.017880585,0.65,70.0,0.92,15.5,10.13
1182,ITIC,P3HT,-2.56,-6.59,0.2400000000000002,0.8399999999999999,2.134484725252926,1.744138136,4.0299999999999985,-4959.775091333931,0.42076,5.415067018999999,16.538055178675847,2.69,2.7032955920274753,7.682828798895218,10.386124390922692,18.16013849752833,13.433426154868288,4.72671234266004,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,2.99,5.193703473945411,4.0299999999999985,7.73307847394541,3.1580784739454097,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,1.04,1.59,2.00978866736744,54,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.134427282,17215.9,2.134427282,17215.9,1.744138136,1.744138136,2.364060892,0.65,56.93,0.52,4.22,1.24
1184,ITIC,PDCBT,-2.56,-6.59,0.2400000000000002,0.8399999999999999,2.134484725252926,1.744138136,4.0299999999999985,-4959.775091333931,0.42076,5.415067018999999,16.538055178675847,3.41,4.854251741037734,7.682828798895218,12.537080539932955,27.788439016761387,17.028990032751253,10.759448984010136,-2.07,-6.27,0.31999999999999984,0.2700000000000005,2.405375917476691,4.0511395010000015,4.199999999999998,-8259.677193006664,17.60853,5.931795626,4.930539931150049,3.71,5.193703473945411,4.0299999999999985,7.73307847394541,3.1580784739454097,4.199999999999998,6.487714285714286,2.3177142857142856,4.140214285714286,0.3200000000000003,0.4900000000000002,2.00978866736744,54,2.405311184,19400.8,2.405311184,19400.8,4.0511395010000015,2.134427282,17215.9,2.134427282,17215.9,1.744138136,1.744138136,4.0511395010000015,0.65,65.67,0.94,16.5,10.16
1185,ITIC,PBQ-4F,-2.56,-6.59,0.2400000000000002,0.8399999999999999,2.134484725252926,1.744138136,4.0299999999999985,-4959.775091333931,0.42076,5.415067018999999,16.538055178675847,3.15,7.682828798895218,7.682828798895218,15.365657597790436,31.461183931475922,15.730591965737961,15.730591965737961,-2.13,-6.01,0.1499999999999999,0.16999999999999993,2.1350178536004756,2.277207128,3.88,-15411.918742263257,7.49925,14.86141259,44.308368660358155,3.45,5.193703473945411,4.0299999999999985,7.73307847394541,3.1580784739454097,3.88,6.546804123711341,2.47680412371134,4.269304123711341,0.5800000000000001,0.43000000000000016,2.00978866736744,54,2.134960396,17220.2,2.134960396,17220.2,2.277207128,2.134427282,17215.9,2.134427282,17215.9,1.744138136,1.744138136,2.277207128,0.65,66.8,0.95,17.87,11.34
1199,ITCC,PBDB-T,-2.46,-6.62,0.25,0.8300000000000001,2.266824538781988,1.809113013,4.16,-5601.257931788396,5.78739,5.905132235,21.20373795675844,3.09,6.967194681231388,6.210453081006018,13.177647762237404,26.467305530453828,12.473695013200588,13.99361051725324,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.39,4.954711538461538,4.16,7.4847115384615375,2.9447115384615383,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7700000000000005,0.6299999999999999,2.069286128466413,52,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.266763534,18283.3,2.266763534,18283.3,1.809113013,1.809113013,2.659886367,0.65,71.0,1.01,15.9,11.4
1221,i-cc34,PBDB-T,-2.41,-6.51,0.2200000000000002,1.0300000000000002,2.373698174965285,0.788697071,4.1,-5984.633504881368,6.07572,5.147612522999999,8.083102646199732,3.14,6.967194681231388,5.1330450861721415,12.100239767403526,24.6965893652706,10.47654502087734,14.22004434439326,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.4399999999999995,4.851609756097561,4.1,7.337859756097562,2.8778597560975614,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.6600000000000001,0.5800000000000001,2.342051592271297,58,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,3.5585607460000004,28702.7,2.3736342939999995,19145.3,0.0077370630000000015,1.251365624,2.659886367,0.65,63.0,0.96,15.46,9.35
1243,CPDT-4F,PBDB-T,-2.89,-6.7,0.44,0.8799999999999999,1.9960449315611977,2.935595252,3.81,-4357.187157745203,4.42143,5.625751201000002,13.094550271565687,2.66,6.967194681231388,9.57986996379594,16.547064645027326,28.60987477125225,16.563595167403182,12.046279603849067,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,2.9599999999999995,6.034652230971128,3.81,8.670277230971129,3.875277230971129,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.8500000000000005,1.06,0.971675500427424,52,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.995991214,16099.3,1.995991214,16099.3,2.935595252,2.935595252,2.659886367,0.65,69.6,0.68,20.1,9.47
1275,BDTN-BF,PBDB-TF,-2.71,-6.66,0.29000000000000004,0.6699999999999999,2.133678833564769,2.380897304,3.95,-4929.722801245515,4.6894300000000015,6.3002412,19.888847065359656,3.03,5.9897904869356955,7.729181144578173,13.718971631513867,27.019514628266567,15.222622264246711,11.796892364019852,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.556765822784811,3.95,8.146140822784812,3.461140822784809,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.6200000000000001,0.72,1.19913841482594,58,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.133621412,17209.4,2.133621412,17209.4,2.380897304,2.380897304,2.257052621,0.65,61.46,0.93,20.2,11.54
1287,NIBT,PBDB-T,-2.33,-6.37,0.21,0.8200000000000003,2.217317992461813,1.911268458,4.04,-6144.319685290371,2.30256,5.351630993000001,19.436284703942203,3.22,6.967194681231388,6.743289481812316,13.710484163043704,28.69604335325047,14.113704885433178,14.582338467817292,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.52,4.68378712871287,4.04,7.11128712871287,2.7612871287128717,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.5200000000000005,0.5,1.9468248984809151,72,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.21725832,17884.0,2.21725832,17884.0,1.911268458,1.911268458,2.659886367,0.65,60.0,1.04,17.34,10.8
