,Acceptor,Donor,sTDDFTLUMO,sTDDFTHOMO,sTDDFTdeltaLUMO,sTDDFTdeltaHOMO,sTDDFToptbg,sTDDFToscs,sTDDFTfundbg,sTDDFTsinglepointenergy,sTDDFTdipolemoment,sTDDFTsummedoscs,sTDDFTabsFOM,sTDDFTScharberVoc,sTDDFTScharberJscDon,sTDDFTScharberJscAcc,sTDDFTScharberJscTot,sTDDFTScharberPCETot,sTDDFTScharberPCEAcc,sTDDFTScharberPCEDon,donsTDDFTLUMO,donsTDDFTHOMO,donsTDDFTdeltaLUMO,donsTDDFTdeltaHOMO,donsTDDFToptbg,donsTDDFToscs,donsTDDFTfundbg,donsTDDFTsinglepointenergy,donsTDDFTdipolemoment,donsTDDFTsummedoscs,donsTDDFTabsFOM,sTDDFTDHomoALumoOffset,sTDDFTaccElectrophilicity,sTDDFTAccChemHard,sTDDFTAccElectrodonating,sTDDFTAccElectroaccepting,sTDDFTDonChemHard,sTDDFTDonElectrodonating,sTDDFTDonElectroaccepting,sTDDFTdonElectrophilicity,sTDDFTHOMOoffset,sTDDFTLUMOoffset,Planarity,PiSystemSize,sTDDFTdonlowestengtranseV,sTDDFTdonlowestengtranswavenumber,sTDDFTdonfirstengtranseV,sTDDFTdonfirstengtranswavenumber,sTDDFTdonfirstoscs,sTDDFTacclowestengtranseV,sTDDFTacclowestengtranswavenumber,sTDDFTaccfirstengtranseV,sTDDFTaccfirstengtranswavenumber,sTDDFTaccfirstoscs,sTDDFTacchighestoscsunderten,sTDDFTdonhighestoscsunderten,ScharberFF,ExperimentalFF,ExperimentalVoc,ExperimentalJsc,ExperimentalPCE
1319,M8,PBDB-TF,-2.76,-6.65,0.31999999999999984,0.8799999999999999,2.054341896449117,2.352554493,3.890000000000001,-3969.7586169278397,6.169980000000002,6.014755964,20.661917580907666,2.9800000000000004,5.9897904869356955,8.732043434864229,14.721833921799927,28.51619230652646,16.913968133332016,11.602224173194443,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.28,5.690751928020566,3.890000000000001,8.286376928020562,3.581376928020565,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.6100000000000003,0.7699999999999998,1.1440567950993072,58,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.05428661,16569.5,2.05428661,16569.5,2.352554493,2.352554493,2.257052621,0.65,60.59,0.83,8.36,4.21
1331,Y1,PBDB-T,-2.65,-6.4,0.2599999999999998,0.8399999999999999,1.8851790319381077,1.089462461,3.75,-4860.416821146415,3.3325,5.790596854,21.799830757048895,2.9,6.967194681231388,11.277390258798649,18.244584940030038,34.391042611956614,21.25788063783545,13.133161974121164,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.2,5.460166666666668,3.75,7.957041666666668,3.432041666666666,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.5500000000000007,0.8199999999999998,1.3057377347709924,59,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.885128298,15205.1,1.885128298,15205.1,1.089462461,1.089462461,2.659886367,0.65,69.5,0.88,21.4,13.4
1341,Y1,PBDB-TF,-2.65,-6.4,0.2599999999999998,0.8399999999999999,1.8851790319381077,1.089462461,3.75,-4860.416821146415,3.3325,5.790596854,21.799830757048895,3.0900000000000003,5.9897904869356955,11.277390258798649,17.267180745734347,34.68113252780743,22.650638334797087,12.030494193010346,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.39,5.460166666666668,3.75,7.957041666666668,3.432041666666666,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.3600000000000003,0.6599999999999999,1.3057377347709924,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,1.885128298,15205.1,1.885128298,15205.1,1.089462461,1.089462461,2.257052621,0.65,55.5,0.92,12.9,7.1
1353,SNBDT1-F,PBDB-T,-2.62,-6.45,0.3200000000000003,0.7599999999999998,1.991841896449117,1.332382943,3.83,-4731.453918691001,9.84974,5.871113664000004,23.64501801587586,2.93,6.967194681231388,9.62626730150264,16.593461982734027,31.60224834611695,18.33322607571177,13.269022270405175,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.2299999999999995,5.369771540469975,3.83,7.876646540469975,3.3416465404699736,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.6000000000000005,0.79,1.1883725439251789,58,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.9917882919999998,16065.4,1.9917882919999998,16065.4,1.332382943,1.332382943,2.659886367,0.65,70.4,0.86,20.97,12.7
1390,PC70BM,PBDB-T-SF,-2.54,-6.88,0.049999999999999815,0.28000000000000025,2.0562016464987103,0.121609764,4.34,-3279.358687300298,4.59596,3.147142338,9.229958684858364,3.140000000000001,7.18940971768899,8.732043434864229,15.92145315255322,32.49568588436113,17.822100650557896,14.673585233803234,-1.98,-5.98,0.09000000000000008,0.09999999999999963,2.1783624280896645,0.14610088,4.0,-18106.00965473941,3.00659,14.24515589,62.75526667518831,3.4400000000000004,5.111543778801844,4.34,7.737793778801844,3.0277937788018434,4.0,6.200100000000001,2.2201,3.960100000000001,0.8999999999999995,0.56,1.6268211165608886,68,2.396248246,19327.7,2.178303804,17569.8,0.14610088,2.478880916,19994.2,2.05614631,16584.5,0.009635634,0.121609764,0.880102012,0.65,66.1,0.96,14.0,8.89
1401,PC70BM,PTFB-O,-2.54,-6.88,0.049999999999999815,0.28000000000000025,2.0562016464987103,0.121609764,4.34,-3279.358687300298,4.59596,3.147142338,9.229958684858364,3.08,5.007148525382501,8.732043434864229,13.73919196024673,27.505862304413963,17.481550956598188,10.024311347815768,-1.79,-5.92,0.13000000000000012,0.1200000000000001,2.385712160285657,3.017880585,4.13,-10194.129684084059,10.48223,9.988432533,33.60423097633433,3.38,5.111543778801844,4.34,7.737793778801844,3.0277937788018434,4.13,5.783936138014527,1.928936138014528,3.598311138014528,0.96,0.75,1.6268211165608886,68,2.385647956,19242.2,2.385647956,19242.2,3.017880585,2.478880916,19994.2,2.05614631,16584.5,0.009635634,0.121609764,3.017880585,0.65,59.0,0.83,13.1,6.53
1402,PC70BM,P3HT,-2.54,-6.88,0.049999999999999815,0.28000000000000025,2.0562016464987103,0.121609764,4.34,-3279.358687300298,4.59596,3.147142338,9.229958684858364,2.71,2.7032955920274753,8.732043434864229,11.435339026891706,20.143349695869734,15.381494510513338,4.761855185356397,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.01,5.111543778801844,4.34,7.737793778801844,3.0277937788018434,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,1.33,1.57,1.6268211165608886,68,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.478880916,19994.2,2.05614631,16584.5,0.009635634,0.121609764,2.364060892,0.65,69.9,0.6,10.68,4.48
1403,PC70BM,PTQ2,-2.54,-6.88,0.049999999999999815,0.28000000000000025,2.0562016464987103,0.121609764,4.34,-3279.358687300298,4.59596,3.147142338,9.229958684858364,3.3600000000000003,3.6031871115513336,8.732043434864229,12.335230546415564,26.94014351337159,19.07078286174348,7.869360651628113,-1.91,-6.2,0.4099999999999999,0.20000000000000012,2.5575654632017453,2.18439331,4.29,-10408.007351001079,1.9545,7.968147066,26.608475862299752,3.66,5.111543778801844,4.34,7.737793778801844,3.0277937788018434,4.29,6.12849796037296,2.07349796037296,3.83287296037296,0.6799999999999997,0.6300000000000001,1.6268211165608886,68,2.557496634,20628.3,2.557496634,20628.3,2.18439331,2.478880916,19994.2,2.05614631,16584.5,0.009635634,0.121609764,2.18439331,0.65,62.0,1.0,8.1,5.0
1407,PC70BM,PBDB-TF,-2.54,-6.88,0.049999999999999815,0.28000000000000025,2.0562016464987103,0.121609764,4.34,-3279.358687300298,4.59596,3.147142338,9.229958684858364,3.2,5.9897904869356955,8.732043434864229,14.721833921799927,30.621414557343844,18.1626503445176,12.458764212826244,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.5,5.111543778801844,4.34,7.737793778801844,3.0277937788018434,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.8399999999999999,0.55,1.6268211165608886,68,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.478880916,19994.2,2.05614631,16584.5,0.009635634,0.121609764,2.257052621,0.65,72.3,0.93,13.5,9.06
1419,N65-2FIC,PBDB-T,-2.77,-6.61,0.29000000000000004,0.96,2.0138365403689744,2.062464359,3.84,-5549.025677092342,8.28011,5.7704417910000005,18.990919314600607,2.78,6.967194681231388,9.296379238008514,16.263573919239906,29.388278072066502,16.798557283081383,12.589720788985113,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.08,5.728151041666668,3.84,8.313151041666666,3.623151041666668,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7600000000000007,0.94,1.892952597453579,58,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.013782344,16242.8,2.013782344,16242.8,2.062464359,2.062464359,2.659886367,0.65,62.0,0.72,19.11,8.51
1429,N65-2FIC,PBDB-TF,-2.77,-6.61,0.29000000000000004,0.96,2.0138365403689744,2.062464359,3.84,-5549.025677092342,8.28011,5.7704417910000005,18.990919314600607,2.97,5.9897904869356955,9.296379238008514,15.286169724944207,29.509950654004804,17.946660118975434,11.563290535029358,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.27,5.728151041666668,3.84,8.313151041666666,3.623151041666668,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5700000000000003,0.78,1.892952597453579,58,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.013782344,16242.8,2.013782344,16242.8,2.062464359,2.062464359,2.257052621,0.65,58.0,0.82,21.49,10.19
1446,PCBM,P3HT,-2.5,-7.1,0.08000000000000007,0.1800000000000006,2.1217516365800435,0.281038552,4.6,-2898.714048371355,4.12265,2.047633325,1.0443204555742869,2.75,2.7032955920274753,7.870659506915215,10.57395509894269,18.900944739360057,14.06880386861095,4.832140870749113,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.05,5.008695652173913,4.6,7.6961956521739125,2.896195652173913,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,1.5499999999999998,1.53,1.5469311688664609,58,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.121694536,17113.2,2.121694536,17113.2,0.004045055,0.004045055,2.364060892,0.65,65.8,0.6,9.6,3.79
1457,IDIC,PDBT-T1,-2.71,-6.93,0.46,0.8900000000000006,2.3076894465383853,2.577273585,4.22,-3088.4026259816414,3.56448,5.100503454,13.988175981839616,2.96,5.048874370412562,5.7760363966168455,10.824910767029406,20.82712831576458,11.113094027090812,9.714034288673767,-1.77,-5.97,0.1100000000000001,0.11000000000000032,2.382513390200357,0.842805392,4.199999999999998,-17967.99590191805,2.24224,13.443344381000006,40.16131844440885,3.26,5.505308056872039,4.22,8.179058056872039,3.3590580568720374,4.199999999999998,5.763428571428572,1.893428571428572,3.565928571428572,0.96,0.94,0.9205276209576624,48,2.541490816,20499.2,2.382449272,19216.4,0.842805392,2.307627342,18612.9,2.307627342,18612.9,2.577273585,2.577273585,3.447543414,0.65,73.2,0.8340000000000001,16.98,10.37
1460,IDIC,FTAZ,-2.71,-6.93,0.46,0.8900000000000006,2.3076894465383853,2.577273585,4.22,-3088.4026259816414,3.56448,5.100503454,13.988175981839616,2.92,4.731442027845098,5.7760363966168455,10.507478424461944,19.94319404962877,10.962917080778773,8.980276968849996,-1.79,-5.93,0.17999999999999994,0.16000000000000014,2.41969599285856,5.075779484,4.14,-9410.312718462876,11.64466,8.78473932,21.157306354257802,3.22,5.505308056872039,4.22,8.179058056872039,3.3590580568720374,4.14,5.7876871980676325,1.927687198067633,3.5989371980676337,1.0,0.92,0.9205276209576624,48,2.419630874,19516.3,2.419630874,19516.3,5.075779484,2.307627342,18612.9,2.307627342,18612.9,2.577273585,2.577273585,5.075779484,0.65,71.8,0.84,20.8,12.5
1461,IDIC,PDCBT-Cl,-2.71,-6.93,0.46,0.8900000000000006,2.3076894465383853,2.577273585,4.22,-3088.4026259816414,3.56448,5.100503454,13.988175981839616,3.13,5.048874370412562,5.7760363966168455,10.824910767029406,22.023280955521326,11.751346048916972,10.271934906604356,-1.92,-6.14,0.25,0.2600000000000007,2.381881075183496,4.076802804,4.22,-9402.575206581614,5.65723,5.183854525,6.8351369827283275,3.43,5.505308056872039,4.22,8.179058056872039,3.3590580568720374,4.22,6.127304502369666,2.0973045023696684,3.848554502369668,0.79,0.79,0.9205276209576624,48,2.3818169739999995,19211.3,2.3818169739999995,19211.3,4.076802804,2.307627342,18612.9,2.307627342,18612.9,2.577273585,2.577273585,4.076802804,0.65,65.8,0.95,15.2,9.44
1473,IDIC,PBDB-TF,-2.71,-6.93,0.46,0.8900000000000006,2.3076894465383853,2.577273585,4.22,-3088.4026259816414,3.56448,5.100503454,13.988175981839616,3.03,5.9897904869356955,5.7760363966168455,11.76582688355254,23.17279604715673,11.375903683136878,11.796892364019852,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.505308056872039,4.22,8.179058056872039,3.3590580568720374,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.8899999999999997,0.72,0.9205276209576624,48,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.307627342,18612.9,2.307627342,18612.9,2.577273585,2.577273585,2.257052621,0.65,69.0,0.97,17.8,11.9
1475,TPIC,PBDB-T-2Cl,-2.53,-6.46,0.2999999999999998,0.8899999999999997,2.092789129141043,2.153548624,3.93,-4695.50792870129,1.9045,5.531892343999998,17.869038664665172,3.31,5.517483362398774,8.227989543604279,13.745472906003053,29.573384957265574,17.702519503064607,11.870865454200962,-1.96,-6.14,0.1299999999999999,0.11000000000000032,2.3313950605038682,0.283931444,4.18,-17879.618020185568,2.20141,12.985482327,50.146237991126526,3.61,5.1412277353689575,3.93,7.6343527353689575,3.139352735368957,4.18,6.2102930622009564,2.1602930622009566,3.924043062200957,0.3200000000000003,0.5699999999999998,2.200282901048916,54,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,2.092732808,16879.6,2.092732808,16879.6,2.153548624,2.153548624,1.818247616,0.65,71.11,1.003,18.51,13.2
1518,IT-4F,PDCBT-2F,-2.75,-6.79,0.2799999999999998,0.7999999999999998,2.208440785558421,2.613444528,4.04,-5356.332549198552,4.10013,5.943682365000001,16.77993797412577,3.3600000000000003,5.007148525382501,6.832665397776075,11.839813923158575,25.85815360817833,14.922541228742947,10.935612379435382,-2.23,-6.41,0.3200000000000001,0.29000000000000004,2.389146498710573,4.043250557,4.18,-8854.498196663628,18.68951,5.974315108000001,7.115365357337444,3.66,5.631905940594058,4.04,8.269405940594059,3.4994059405940585,4.18,6.885938995215312,2.565938995215311,4.464688995215312,0.3799999999999999,0.52,2.0547376469216463,54,2.389082202,19269.9,2.389082202,19269.9,4.043250557,2.208381352,17812.4,2.208381352,17812.4,2.613444528,2.613444528,4.043250557,0.65,71.0,0.92,18.2,11.9
1519,IT-4F,PBDB-T-2Cl,-2.75,-6.79,0.2799999999999998,0.7999999999999998,2.208440785558421,2.613444528,4.04,-5356.332549198552,4.10013,5.943682365000001,16.77993797412577,3.09,5.517483362398774,6.832665397776075,12.350148760174847,24.80527378481118,13.723408451433244,11.081865333377936,-1.96,-6.14,0.1299999999999999,0.11000000000000032,2.3313950605038682,0.283931444,4.18,-17879.618020185568,2.20141,12.985482327,50.146237991126526,3.39,5.631905940594058,4.04,8.269405940594059,3.4994059405940585,4.18,6.2102930622009564,2.1602930622009566,3.924043062200957,0.6500000000000004,0.79,2.0547376469216463,54,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,2.208381352,17812.4,2.208381352,17812.4,2.613444528,2.613444528,1.818247616,0.65,77.0,0.86,21.8,14.4
1520,IT-4F,PBN-S,-2.75,-6.79,0.2799999999999998,0.7999999999999998,2.208440785558421,2.613444528,4.04,-5356.332549198552,4.10013,5.943682365000001,16.77993797412577,3.2,5.1330450861721415,6.832665397776075,11.965710483948214,24.888677806612293,14.211944027374233,10.676733779238054,-2.12,-6.25,0.10000000000000007,0.13999999999999968,2.3716896449117235,0.218227421,4.13,-17143.844153452093,6.44399,13.714828551999998,45.98916704269936,3.5,5.631905940594058,4.04,8.269405940594059,3.4994059405940585,4.13,6.591357445520583,2.4063574455205807,4.240732445520583,0.54,0.6299999999999999,2.0547376469216463,54,2.50414804,20198.0,2.371625818,19129.1,0.218227421,2.208381352,17812.4,2.208381352,17812.4,2.613444528,2.613444528,2.7696043610000003,0.65,69.9,0.8909999999999999,21.03,13.1
1522,IT-4F,PBDB-T-SF,-2.75,-6.79,0.2799999999999998,0.7999999999999998,2.208440785558421,2.613444528,4.04,-5356.332549198552,4.10013,5.943682365000001,16.77993797412577,2.9300000000000006,7.18940971768899,6.832665397776075,14.022075115465064,26.705042057403222,13.012811250064535,13.692230807338689,-1.98,-5.98,0.09000000000000008,0.09999999999999963,2.1783624280896645,0.14610088,4.0,-18106.00965473941,3.00659,14.24515589,62.75526667518831,3.2300000000000004,5.631905940594058,4.04,8.269405940594059,3.4994059405940585,4.0,6.200100000000001,2.2201,3.960100000000001,0.8099999999999996,0.77,2.0547376469216463,54,2.396248246,19327.7,2.178303804,17569.8,0.14610088,2.208381352,17812.4,2.208381352,17812.4,2.613444528,2.613444528,0.880102012,0.65,71.0,0.88,20.88,13.1
1527,IT-4F,PDCBT-Cl,-2.75,-6.79,0.2799999999999998,0.7999999999999998,2.208440785558421,2.613444528,4.04,-5356.332549198552,4.10013,5.943682365000001,16.77993797412577,3.09,5.048874370412562,6.832665397776075,11.881539768188635,23.864072624406877,13.723408451433244,10.140664172973628,-1.92,-6.14,0.25,0.2600000000000007,2.381881075183496,4.076802804,4.22,-9402.575206581614,5.65723,5.183854525,6.8351369827283275,3.39,5.631905940594058,4.04,8.269405940594059,3.4994059405940585,4.22,6.127304502369666,2.0973045023696684,3.848554502369668,0.6500000000000004,0.8300000000000001,2.0547376469216463,54,2.3818169739999995,19211.3,2.3818169739999995,19211.3,4.076802804,2.208381352,17812.4,2.208381352,17812.4,2.613444528,2.613444528,4.076802804,0.65,60.0,0.89,17.2,9.05
1528,IT-4F,P2,-2.75,-6.79,0.2799999999999998,0.7999999999999998,2.208440785558421,2.613444528,4.04,-5356.332549198552,4.10013,5.943682365000001,16.77993797412577,3.17,4.155882326876856,6.832665397776075,10.98854772465293,22.641902586647358,14.0787070521176,8.563195534529763,-2.05,-6.22,0.2099999999999997,0.11000000000000032,2.4857171196191232,4.7539747210000005,4.17,-16905.950356579244,6.1365300000000005,12.104839638,26.17189741395175,3.47,5.631905940594058,4.04,8.269405940594059,3.4994059405940585,4.17,6.4284187649880105,2.2934187649880093,4.10029376498801,0.5700000000000003,0.7000000000000002,2.0547376469216463,54,2.485650224,20048.8,2.485650224,20048.8,4.7539747210000005,2.208381352,17812.4,2.208381352,17812.4,2.613444528,2.613444528,4.7539747210000005,0.65,76.0,0.9,20.73,14.2
1530,IT-4F,PBDT-3TCO,-2.75,-6.79,0.2799999999999998,0.7999999999999998,2.208440785558421,2.613444528,4.04,-5356.332549198552,4.10013,5.943682365000001,16.77993797412577,3.03,4.521306487354939,6.832665397776075,11.353971885131012,22.36164762776553,13.456934500919981,8.904713126845554,-1.9,-6.08,0.2,0.16000000000000014,2.44236014679627,5.199305003,4.18,-14105.919536309475,5.08026,11.226781201,26.03033813283712,3.33,5.631905940594058,4.04,8.269405940594059,3.4994059405940585,4.18,6.064886363636365,2.0748863636363635,3.8086363636363636,0.71,0.8500000000000001,2.0547376469216463,54,2.4422944179999995,19699.1,2.4422944179999995,19699.1,5.199305003,2.208381352,17812.4,2.208381352,17812.4,2.613444528,2.613444528,5.199305003,0.65,63.68,0.88,20.94,11.77
1535,IT-4F,PTQ2,-2.75,-6.79,0.2799999999999998,0.7999999999999998,2.208440785558421,2.613444528,4.04,-5356.332549198552,4.10013,5.943682365000001,16.77993797412577,3.1500000000000004,3.6031871115513336,6.832665397776075,10.435852509327407,21.36740801284787,13.989882401946511,7.3775256109013565,-1.91,-6.2,0.4099999999999999,0.20000000000000012,2.5575654632017453,2.18439331,4.29,-10408.007351001079,1.9545,7.968147066,26.608475862299752,3.45,5.631905940594058,4.04,8.269405940594059,3.4994059405940585,4.29,6.12849796037296,2.07349796037296,3.83287296037296,0.5899999999999999,0.8400000000000001,2.0547376469216463,54,2.557496634,20628.3,2.557496634,20628.3,2.18439331,2.208381352,17812.4,2.208381352,17812.4,2.613444528,2.613444528,2.18439331,0.65,75.0,0.91,21.5,14.7
1551,Y2,PBDB-T,-2.68,-6.5,0.31000000000000005,0.8600000000000003,2.0226269589367187,2.432335371,3.82,-4795.247449887895,5.40993,6.066012839000001,18.191375465363496,2.87,6.967194681231388,9.203070504345703,16.170265185577094,30.165629703694066,17.168328025856912,12.997301677837152,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.1699999999999995,5.5152094240837695,3.82,8.048959424083769,3.45895942408377,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.6500000000000004,0.8500000000000001,0.6086377140585908,57,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.022572526,16313.7,2.022572526,16313.7,2.432335371,2.432335371,2.659886367,0.65,69.4,0.82,23.56,13.4
1583,SeTIC4Cl,PBDB-TF,-2.76,-6.73,0.2599999999999998,0.7999999999999998,2.11995387819877,2.251970773,3.9700000000000006,-10804.249154796109,5.346019999999998,5.951348291000001,20.25788112828038,2.9800000000000004,5.9897904869356955,7.870659506915215,13.86044999385091,26.847691638089213,15.245467464894777,11.602224173194443,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.28,5.671290931989923,3.9700000000000006,8.291915931989925,3.546915931989924,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.6900000000000004,0.7699999999999998,2.1324280792739563,54,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.1198968259999997,17098.7,2.1198968259999997,17098.7,2.251970773,2.251970773,2.257052621,0.65,75.0,0.78,22.92,13.32
1585,TPIC-4F,PBDB-T-2Cl,-2.71,-6.66,0.3300000000000001,0.8599999999999994,2.166410434437612,3.0146831030000003,3.95,-5092.073947606435,4.26922,6.1682101739999995,13.303950767598266,3.13,5.517483362398774,7.322658015526723,12.840141377925494,26.123267633389414,14.897947732589119,11.225319900800304,-1.96,-6.14,0.1299999999999999,0.11000000000000032,2.3313950605038682,0.283931444,4.18,-17879.618020185568,2.20141,12.985482327,50.146237991126526,3.43,5.556765822784811,3.95,8.146140822784812,3.461140822784809,4.18,6.2102930622009564,2.1602930622009566,3.924043062200957,0.5200000000000005,0.75,1.950614536874609,54,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,2.166352132,17473.4,2.166352132,17473.4,3.0146831030000003,3.0146831030000003,1.818247616,0.65,74.2,0.901,22.35,14.9
