Wavelength (nm),Irradiance (W/m^2 nm),Normalized,,wavelength,1.5 AM irrandiance,Normalized 1.5AM
250.5,6.23E-02,0.00976,,280,2.54E-26,1.77E-26
251.5,4.69E-02,0.00265,,280.5,1.09E-24,7.61E-25
252.5,4.11E-02,0,,281,6.13E-24,4.27E-24
253.5,5.38E-02,0.00582,,281.5,2.75E-22,1.92E-22
254.5,5.85E-02,0.00803,,282,2.83E-21,1.98E-21
255.5,8.46E-02,0.02003,,282.5,1.33E-20,9.25E-21
256.5,1.02E-01,0.02809,,283,6.76E-20,4.71E-20
257.5,1.27E-01,0.03981,,283.5,1.46E-19,1.02E-19
258.5,1.36E-01,0.04355,,284,4.98E-18,3.47E-18
259.5,1.12E-01,0.03252,,284.5,2.16E-17,1.51E-17
260.5,9.02E-02,0.02262,,285,9.00E-17,6.27E-17
261.5,8.88E-02,0.02201,,285.5,6.44E-16,4.49E-16
262.5,1.12E-01,0.03266,,286,2.35E-15,1.64E-15
263.5,1.63E-01,0.05628,,286.5,1.85E-14,1.29E-14
264.5,2.74E-01,0.1076,,287,7.25E-14,5.06E-14
265.5,2.76E-01,0.10843,,287.5,3.66E-13,2.55E-13
266.5,2.62E-01,0.10179,,288,2.81E-12,1.96E-12
267.5,2.70E-01,0.10566,,288.5,9.07E-12,6.32E-12
268.5,2.62E-01,0.10206,,289,3.50E-11,2.44E-11
269.5,2.42E-01,0.09274,,289.5,1.54E-10,1.07E-10
270.5,2.98E-01,0.11831,,290,5.15E-10,3.59E-10
271.5,2.45E-01,0.09413,,290.5,1.33E-09,9.27E-10
272.5,1.96E-01,0.07128,,291,3.90E-09,2.72E-09
273.5,2.25E-01,0.0848,,291.5,1.44E-08,1.01E-08
274.5,1.27E-01,0.03939,,292,4.08E-08,2.84E-08
275.5,1.85E-01,0.06639,,292.5,7.04E-08,4.91E-08
276.5,2.68E-01,0.1047,,293,1.58E-07,1.10E-07
277.5,2.63E-01,0.10216,,293.5,4.71E-07,3.28E-07
278.5,1.71E-01,0.05988,,294,9.46E-07,6.59E-07
279.5,7.82E-02,0.01711,,294.5,1.60E-06,1.11E-06
280,7.85E-02,0.01722,,295,3.22E-06,2.25E-06
280.5,1.02E-01,0.02823,,295.5,8.02E-06,5.59E-06
281,1.72E-01,0.06021,,296,1.47E-05,1.03E-05
281.5,2.41E-01,0.09223,,296.5,2.33E-05,1.62E-05
282,2.92E-01,0.11559,,297,3.32E-05,2.31E-05
282.5,3.14E-01,0.12602,,297.5,6.79E-05,4.73E-05
283,3.43E-01,0.13926,,298,1.11E-04,7.76E-05
283.5,3.22E-01,0.12975,,298.5,1.43E-04,9.95E-05
284,3.21E-01,0.1292,,299,2.03E-04,1.42E-04
284.5,2.51E-01,0.09703,,299.5,3.74E-04,2.61E-04
285,1.19E-01,0.0357,,300,4.56E-04,3.18E-04
285.5,1.38E-01,0.04456,,300.5,5.72E-04,3.99E-04
286,3.01E-01,0.11974,,301,9.19E-04,6.41E-04
286.5,3.58E-01,0.14628,,301.5,0.0013201,9.20E-04
287,3.78E-01,0.15537,,302,0.001457,1.02E-03
287.5,3.78E-01,0.15555,,302.5,0.002191,1.53E-03
288,2.50E-01,0.09657,,303,0.0037332,2.60E-03
288.5,3.59E-01,0.1466,,303.5,0.0048044,3.35E-03
289,4.20E-01,0.17489,,304,0.0050973,3.55E-03
289.5,4.91E-01,0.20766,,304.5,0.0064675,4.51E-03
290,6.18E-01,0.26608,,305,0.0089336,6.23E-03
290.5,6.46E-01,0.2791,,305.5,0.010186,7.10E-03
291,6.10E-01,0.26239,,306,0.01015,7.07E-03
291.5,6.02E-01,0.25884,,306.5,0.011568,8.06E-03
292,5.73E-01,0.24536,,307,0.015246,1.06E-02
292.5,4.97E-01,0.21015,,307.5,0.019468,1.36E-02
293,5.67E-01,0.24278,,308,0.020753,1.45E-02
293.5,5.76E-01,0.24684,,308.5,0.02275,1.59E-02
294,5.04E-01,0.21356,,309,0.022298,1.55E-02
294.5,5.43E-01,0.23179,,309.5,0.023672,1.65E-02
295,5.16E-01,0.21915,,310,0.027826,1.94E-02
295.5,5.82E-01,0.24965,,310.5,0.035879,2.50E-02
296,6.21E-01,0.2676,,311,0.045392,3.16E-02
296.5,4.93E-01,0.20835,,311.5,0.046156,3.22E-02
297,4.24E-01,0.17673,,312,0.050898,3.55E-02
297.5,5.98E-01,0.2568,,312.5,0.053766,3.75E-02
298,5.58E-01,0.23839,,313,0.058323,4.07E-02
298.5,3.79E-01,0.15583,,313.5,0.058999,4.11E-02
299,5.77E-01,0.24716,,314,0.065266,4.55E-02
299.5,5.21E-01,0.22164,,314.5,0.070476,4.91E-02
300,4.17E-01,0.17327,,315,0.073686,5.14E-02
300.5,4.39E-01,0.18366,,315.5,0.064833,4.52E-02
301,4.94E-01,0.20895,,316,0.067088,4.68E-02
301.5,5.30E-01,0.22538,,316.5,0.081118,5.65E-02
302,3.74E-01,0.15375,,317,0.09302,6.48E-02
302.5,5.44E-01,0.23193,,317.5,0.099712,6.95E-02
303,6.77E-01,0.29331,,318,0.095815,6.68E-02
303.5,6.89E-01,0.2988,,318.5,0.10005,6.97E-02
304,5.77E-01,0.24734,,319,0.10971,7.65E-02
304.5,6.48E-01,0.28011,,319.5,0.10693,7.45E-02
305,6.73E-01,0.29156,,320,0.11277,7.86E-02
305.5,6.12E-01,0.26363,,320.5,0.13305,9.27E-02
306,5.42E-01,0.23124,,321,0.13414,9.35E-02
306.5,5.86E-01,0.25131,,321.5,0.12817,8.93E-02
307,6.44E-01,0.27831,,322,0.122,8.50E-02
307.5,6.52E-01,0.28168,,322.5,0.1197,8.34E-02
308,6.56E-01,0.28389,,323,0.11623,8.10E-02
308.5,6.80E-01,0.29492,,323.5,0.13393,9.33E-02
309,5.62E-01,0.24033,,324,0.14852,1.04E-01
309.5,5.13E-01,0.2179,,324.5,0.15467,1.08E-01
310,4.65E-01,0.19552,,325,0.15504,1.08E-01
310.5,7.14E-01,0.31071,,325.5,0.17936,1.25E-01
311,8.24E-01,0.3611,,326,0.20868,1.45E-01
311.5,7.64E-01,0.33374,,326.5,0.22162,1.54E-01
312,6.42E-01,0.27716,,327,0.21834,1.52E-01
312.5,6.97E-01,0.30245,,327.5,0.21285,1.48E-01
313,7.11E-01,0.30914,,328,0.19773,1.38E-01
313.5,7.25E-01,0.31569,,328.5,0.20675,1.44E-01
314,7.93E-01,0.34703,,329,0.23297,1.62E-01
314.5,5.93E-01,0.25454,,329.5,0.25864,1.80E-01
315,7.54E-01,0.3288,,330,0.26192,1.83E-01
315.5,6.80E-01,0.29483,,330.5,0.24103,1.68E-01
316,5.18E-01,0.22007,,331,0.22835,1.59E-01
316.5,6.63E-01,0.28689,,331.5,0.23635,1.65E-01
317,8.22E-01,0.36055,,332,0.24508,1.71E-01
317.5,8.80E-01,0.38704,,332.5,0.24655,1.72E-01
318,6.34E-01,0.2737,,333,0.24263,1.69E-01
318.5,6.82E-01,0.29576,,333.5,0.23265,1.62E-01
319,7.53E-01,0.32852,,334,0.23823,1.66E-01
319.5,6.83E-01,0.29617,,334.5,0.25434,1.77E-01
320,8.36E-01,0.36696,,335,0.26477,1.85E-01
320.5,9.08E-01,0.39987,,335.5,0.25894,1.80E-01
321,7.15E-01,0.31103,,336,0.23813,1.66E-01
321.5,6.75E-01,0.29248,,336.5,0.22099,1.54E-01
322,8.15E-01,0.35695,,337,0.21767,1.52E-01
322.5,7.01E-01,0.30466,,337.5,0.23434,1.63E-01
323,6.40E-01,0.27633,,338,0.25321,1.76E-01
323.5,6.83E-01,0.29617,,338.5,0.26549,1.85E-01
324,7.81E-01,0.34154,,339,0.27096,1.89E-01
324.5,8.26E-01,0.3624,,339.5,0.27847,1.94E-01
325,7.84E-01,0.34283,,340,0.29659,2.07E-01
325.5,9.41E-01,0.41533,,340.5,0.29674,2.07E-01
326,1.05E+00,0.46651,,341,0.27932,1.95E-01
326.5,9.97E-01,0.44103,,341.5,0.27853,1.94E-01
327,1.01E+00,0.44666,,342,0.29121,2.03E-01
327.5,9.96E-01,0.44062,,342.5,0.30296,2.11E-01
328,9.53E-01,0.42077,,343,0.30857,2.15E-01
328.5,9.13E-01,0.40245,,343.5,0.29246,2.04E-01
329,1.02E+00,0.45359,,344,0.25352,1.77E-01
329.5,1.14E+00,0.50666,,344.5,0.24439,1.70E-01
330,1.16E+00,0.51727,,345,0.27854,1.94E-01
330.5,9.73E-01,0.42982,,345.5,0.29761,2.07E-01
331,1.01E+00,0.44482,,346,0.29132,2.03E-01
331.5,9.82E-01,0.43397,,346.5,0.29747,2.07E-01
332,1.01E+00,0.44528,,347,0.30318,2.11E-01
332.5,9.72E-01,0.42964,,347.5,0.29351,2.05E-01
333,9.79E-01,0.43282,,348,0.29306,2.04E-01
333.5,9.16E-01,0.40393,,348.5,0.29884,2.08E-01
334,9.42E-01,0.41561,,349,0.28864,2.01E-01
334.5,1.04E+00,0.46097,,349.5,0.2972,2.07E-01
335,9.54E-01,0.42114,,350,0.32913,2.29E-01
335.5,1.07E+00,0.47574,,350.5,0.35471,2.47E-01
336,7.40E-01,0.32234,,351,0.34603,2.41E-01
336.5,9.05E-01,0.39862,,351.5,0.33388,2.33E-01
337,7.53E-01,0.32834,,352,0.32674,2.28E-01
337.5,9.39E-01,0.41445,,352.5,0.30954,2.16E-01
338,8.86E-01,0.39009,,353,0.32975,2.30E-01
338.5,9.90E-01,0.43808,,353.5,0.36351,2.53E-01
339,9.81E-01,0.43365,,354,0.38523,2.68E-01
339.5,9.38E-01,0.4139,,354.5,0.39043,2.72E-01
340,1.13E+00,0.50389,,355,0.3914,2.73E-01
340.5,1.02E+00,0.4499,,355.5,0.37878,2.64E-01
341,9.64E-01,0.4259,,356,0.35627,2.48E-01
341.5,8.88E-01,0.39082,,356.5,0.33495,2.33E-01
342,1.06E+00,0.4702,,357,0.29527,2.06E-01
342.5,9.90E-01,0.43803,,357.5,0.2995,2.09E-01
343,1.08E+00,0.48128,,358,0.27936,1.95E-01
343.5,1.02E+00,0.45036,,358.5,0.25998,1.81E-01
344,7.66E-01,0.33471,,359,0.3065,2.14E-01
344.5,7.52E-01,0.32783,,359.5,0.37013,2.58E-01
345,9.98E-01,0.44163,,360,0.3924,2.73E-01
345.5,1.02E+00,0.45082,,360.5,0.37167,2.59E-01
346,8.64E-01,0.37975,,361,0.34278,2.39E-01
346.5,9.77E-01,0.43171,,361.5,0.33647,2.35E-01
347,1.04E+00,0.46282,,362,0.3535,2.46E-01
347.5,8.41E-01,0.36932,,362.5,0.38804,2.70E-01
348,9.60E-01,0.42391,,363,0.40005,2.79E-01
348.5,9.59E-01,0.42364,,363.5,0.38994,2.72E-01
349,8.88E-01,0.39064,,364,0.40472,2.82E-01
349.5,8.76E-01,0.38529,,364.5,0.40179,2.80E-01
350,1.08E+00,0.47989,,365,0.4181,2.91E-01
350.5,1.14E+00,0.5062,,365.5,0.4611,3.21E-01
351,1.01E+00,0.44897,,366,0.49508,3.45E-01
351.5,9.81E-01,0.43365,,366.5,0.49694,3.46E-01
352,1.05E+00,0.46697,,367,0.48869,3.41E-01
352.5,8.21E-01,0.3599,,367.5,0.48041,3.35E-01
353,1.03E+00,0.45728,,368,0.45319,3.16E-01
353.5,1.10E+00,0.48958,,368.5,0.45106,3.14E-01
354,1.14E+00,0.50851,,369,0.47244,3.29E-01
354.5,1.16E+00,0.51543,,369.5,0.50856,3.54E-01
355,1.15E+00,0.51266,,370,0.51666,3.60E-01
355.5,1.04E+00,0.46005,,370.5,0.46798,3.26E-01
356,1.08E+00,0.48128,,371,0.47628,3.32E-01
356.5,9.25E-01,0.40771,,371.5,0.49587,3.46E-01
357,7.64E-01,0.33337,,372,0.46506,3.24E-01
357.5,9.34E-01,0.41196,,372.5,0.44389,3.09E-01
358,7.39E-01,0.32211,,373,0.42833,2.99E-01
358.5,6.31E-01,0.27217,,373.5,0.38682,2.70E-01
359,8.82E-01,0.38782,,374,0.38651,2.69E-01
359.5,1.12E+00,0.49881,,374.5,0.38435,2.68E-01
360,1.19E+00,0.52927,,375,0.41087,2.86E-01
360.5,9.48E-01,0.4187,,375.5,0.45514,3.17E-01
361,8.63E-01,0.37915,,376,0.47218,3.29E-01
361.5,9.90E-01,0.43776,,376.5,0.46538,3.24E-01
362,8.53E-01,0.37449,,377,0.50014,3.49E-01
362.5,1.18E+00,0.52373,,377.5,0.5589,3.90E-01
363,1.05E+00,0.46697,,378,0.60314,4.20E-01
363.5,9.67E-01,0.42737,,378.5,0.58892,4.10E-01
364,1.18E+00,0.52558,,379,0.52616,3.67E-01
364.5,1.01E+00,0.44574,,379.5,0.47255,3.29E-01
365,1.02E+00,0.45359,,380,0.49751,3.47E-01
365.5,1.28E+00,0.57312,,380.5,0.53396,3.72E-01
366,1.36E+00,0.6068,,381,0.54424,3.79E-01
366.5,1.27E+00,0.56758,,381.5,0.49135,3.42E-01
367,1.24E+00,0.55142,,382,0.41958,2.92E-01
367.5,1.28E+00,0.57219,,382.5,0.36361,2.53E-01
368,1.12E+00,0.49743,,383,0.32648,2.28E-01
368.5,1.13E+00,0.50112,,383.5,0.31658,2.21E-01
369,1.22E+00,0.54173,,384,0.36689,2.56E-01
369.5,1.29E+00,0.57773,,384.5,0.44239,3.08E-01
370,1.38E+00,0.61603,,385,0.48638,3.39E-01
370.5,1.07E+00,0.47297,,385.5,0.46549,3.24E-01
371,1.14E+00,0.50574,,386,0.44984,3.14E-01
371.5,1.42E+00,0.6368,,386.5,0.46848,3.27E-01
372,9.42E-01,0.41584,,387,0.47343,3.30E-01
372.5,1.13E+00,0.50158,,387.5,0.46731,3.26E-01
373,1.15E+00,0.50943,,388,0.4635,3.23E-01
373.5,7.44E-01,0.32418,,388.5,0.46096,3.21E-01
374,1.08E+00,0.47897,,389,0.50121,3.49E-01
374.5,8.92E-01,0.39262,,389.5,0.55637,3.88E-01
375,8.66E-01,0.38067,,390,0.58457,4.07E-01
375.5,1.29E+00,0.57727,,390.5,0.59038,4.11E-01
376,1.07E+00,0.47482,,391,0.62634,4.37E-01
376.5,1.11E+00,0.49235,,391.5,0.63617,4.43E-01
377,1.17E+00,0.52143,,392,0.58656,4.09E-01
377.5,1.37E+00,0.61234,,392.5,0.48961,3.41E-01
378,1.48E+00,0.66495,,393,0.35502,2.47E-01
378.5,1.40E+00,0.62711,,393.5,0.28272,1.97E-01
379,1.16E+00,0.51404,,394,0.3678,2.56E-01
379.5,1.06E+00,0.46789,,394.5,0.50811,3.54E-01
380,1.10E+00,0.48682,,395,0.60096,4.19E-01
380.5,1.33E+00,0.5925,,395.5,0.64101,4.47E-01
381,1.33E+00,0.5925,,396,0.56443,3.93E-01
381.5,1.05E+00,0.46466,,396.5,0.41101,2.86E-01
382,9.29E-01,0.40965,,397,0.31882,2.22E-01
382.5,7.90E-01,0.34555,,397.5,0.47151,3.29E-01
383,7.30E-01,0.31791,,398,0.63944,4.46E-01
383.5,7.02E-01,0.30499,,398.5,0.75622,5.27E-01
384,7.73E-01,0.33794,,399,0.80408,5.60E-01
384.5,1.14E+00,0.50527,,399.5,0.8298,5.78E-01
385,1.13E+00,0.5002,,400,0.83989,5.85E-01
385.5,1.05E+00,0.46374,,401,0.87691,6.11E-01
386,8.95E-01,0.39387,,402,0.91387,6.37E-01
386.5,1.17E+00,0.52235,,403,0.88211,6.15E-01
387,9.74E-01,0.43051,,404,0.89849,6.26E-01
387.5,1.09E+00,0.48543,,405,0.87849,6.12E-01
388,1.01E+00,0.4462,,406,0.85878,5.99E-01
388.5,9.95E-01,0.44016,,407,0.84545,5.89E-01
389,1.07E+00,0.4762,,408,0.88488,6.17E-01
389.5,1.30E+00,0.58004,,409,0.94717,6.60E-01
390,1.30E+00,0.58142,,410,0.8091,5.64E-01
390.5,1.20E+00,0.53296,,411,0.9077,6.33E-01
391,1.41E+00,0.62988,,412,0.96686,6.74E-01
391.5,1.43E+00,0.64234,,413,0.92951,6.48E-01
392,1.21E+00,0.53758,,414,0.92134,6.42E-01
392.5,1.08E+00,0.47851,,415,0.95569,6.66E-01
393,5.99E-01,0.2574,,416,0.98628,6.87E-01
393.5,4.35E-01,0.18163,,417,0.96392,6.72E-01
394,8.84E-01,0.38884,,418,0.92392,6.44E-01
394.5,1.12E+00,0.49881,,419,0.96354,6.72E-01
395,1.37E+00,0.61234,,420,0.88467,6.17E-01
395.5,1.39E+00,0.62203,,421,1.0067,7.02E-01
396,1.20E+00,0.5362,,422,0.99499,6.93E-01
396.5,7.02E-01,0.30494,,423,0.96531,6.73E-01
397,5.26E-01,0.22381,,424,0.96182,6.70E-01
397.5,1.07E+00,0.47435,,425,0.99312,6.92E-01
398,1.50E+00,0.67188,,426,0.96667,6.74E-01
398.5,1.55E+00,0.69449,,427,0.9355,6.52E-01
399,1.67E+00,0.75171,,428,0.94625,6.60E-01
399.5,1.66E+00,0.74848,,429,0.87766,6.12E-01
400,1.73E+00,0.77802,,430,0.70134,4.89E-01
401,1.77E+00,0.7974,,431,0.63779,4.45E-01
402,1.86E+00,0.83986,,432,1.0628,7.41E-01
403,1.76E+00,0.79463,,433,0.9905,6.90E-01
404,1.73E+00,0.78079,,434,0.91653,6.39E-01
405,1.73E+00,0.7794,,435,1.007,7.02E-01
406,1.70E+00,0.76417,,436,1.1061,7.71E-01
407,1.67E+00,0.74941,,437,1.1306,7.88E-01
408,1.73E+00,0.77894,,438,0.99368,6.93E-01
409,1.85E+00,0.8334,,439,0.95753,6.67E-01
410,1.61E+00,0.72402,,440,1.0993,7.66E-01
411,1.74E+00,0.78402,,441,1.0859,7.57E-01
412,1.86E+00,0.84078,,442,1.164,8.11E-01
413,1.82E+00,0.81909,,443,1.1823,8.24E-01
414,1.83E+00,0.8274,,444,1.1537,8.04E-01
415,1.83E+00,0.8274,,445,1.1992,8.36E-01
416,1.86E+00,0.83986,,446,1.0766,7.50E-01
417,1.81E+00,0.81771,,447,1.2257,8.54E-01
418,1.78E+00,0.80109,,448,1.2422,8.66E-01
419,1.80E+00,0.81032,,449,1.2409,8.65E-01
420,1.79E+00,0.80571,,450,1.2881,8.98E-01
421,1.87E+00,0.84217,,451,1.3376,9.32E-01
422,1.77E+00,0.79833,,452,1.2822,8.94E-01
423,1.73E+00,0.77802,,453,1.1854,8.26E-01
424,1.83E+00,0.82325,,454,1.273,8.87E-01
425,1.82E+00,0.82002,,455,1.2655,8.82E-01
426,1.77E+00,0.79556,,456,1.3088,9.12E-01
427,1.73E+00,0.7794,,457,1.3213,9.21E-01
428,1.68E+00,0.75818,,458,1.2946,9.02E-01
429,1.59E+00,0.71479,,459,1.2859,8.96E-01
430,1.39E+00,0.62203,,460,1.2791,8.91E-01
431,1.38E+00,0.6165,,461,1.3255,9.24E-01
432,1.77E+00,0.79925,,462,1.3392,9.33E-01
433,1.78E+00,0.80248,,463,1.3452,9.38E-01
434,1.65E+00,0.74341,,464,1.3055,9.10E-01
435,1.73E+00,0.7771,,465,1.2905,8.99E-01
436,1.94E+00,0.8754,,466,1.319,9.19E-01
437,1.91E+00,0.86063,,467,1.2616,8.79E-01
438,1.73E+00,0.78033,,468,1.3178,9.18E-01
439,1.80E+00,0.8094,,469,1.3247,9.23E-01
440,1.85E+00,0.83386,,470,1.2749,8.89E-01
441,1.91E+00,0.86247,,471,1.2975,9.04E-01
442,2.05E+00,0.92524,,472,1.3661,9.52E-01
443,2.00E+00,0.9017,,473,1.3144,9.16E-01
444,2.03E+00,0.9197,,474,1.3304,9.27E-01
445,1.99E+00,0.89986,,475,1.3755,9.59E-01
446,1.89E+00,0.85509,,476,1.3299,9.27E-01
447,2.04E+00,0.92339,,477,1.3392,9.33E-01
448,2.08E+00,0.93954,,478,1.3839,9.65E-01
449,2.08E+00,0.93954,,479,1.3586,9.47E-01
450,2.13E+00,0.96446,,480,1.3825,9.64E-01
451,2.21E+00,1,,481,1.3836,9.64E-01
452,2.13E+00,0.9617,,482,1.3899,9.69E-01
453,2.00E+00,0.90216,,483,1.3742,9.58E-01
454,2.08E+00,0.94047,,484,1.3492,9.40E-01
455,2.09E+00,0.946,,485,1.3457,9.38E-01
456,2.14E+00,0.9677,,486,1.0918,7.61E-01
457,2.17E+00,0.98339,,487,1.2235,8.53E-01
458,2.10E+00,0.95016,,488,1.3252,9.24E-01
459,2.09E+00,0.9437,,489,1.2492,8.71E-01
460,2.09E+00,0.94647,,490,1.3968,9.74E-01
461,2.14E+00,0.9677,,491,1.3435,9.36E-01
462,2.15E+00,0.97323,,492,1.2818,8.93E-01
463,2.14E+00,0.96677,,493,1.3719,9.56E-01
464,2.10E+00,0.94785,,494,1.3402,9.34E-01
465,2.06E+00,0.93308,,495,1.4238,9.92E-01
466,2.08E+00,0.94047,,496,1.3548,9.44E-01
467,2.04E+00,0.92385,,497,1.3788,9.61E-01
468,2.07E+00,0.93447,,498,1.3421,9.35E-01
469,2.08E+00,0.93908,,499,1.3429,9.36E-01
470,2.01E+00,0.90862,,500,1.3391,9.33E-01
471,2.01E+00,0.90678,,501,1.299,9.05E-01
472,2.11E+00,0.95662,,502,1.2991,9.05E-01
473,2.09E+00,0.94416,,503,1.3597,9.48E-01
474,2.09E+00,0.94739,,504,1.2682,8.84E-01
475,2.12E+00,0.95754,,505,1.3598,9.48E-01
476,2.06E+00,0.93078,,506,1.4153,9.86E-01
477,2.07E+00,0.93493,,507,1.3548,9.44E-01
478,2.12E+00,0.95985,,508,1.321,9.21E-01
479,2.10E+00,0.95154,,509,1.385,9.65E-01
480,2.10E+00,0.95108,,510,1.3497,9.41E-01
481,2.14E+00,0.96631,,511,1.3753,9.59E-01
482,2.14E+00,0.96862,,512,1.4125,9.84E-01
483,2.11E+00,0.95385,,513,1.3277,9.25E-01
484,2.06E+00,0.93262,,514,1.3003,9.06E-01
485,1.96E+00,0.88647,,515,1.3385,9.33E-01
486,1.71E+00,0.7711,,516,1.3514,9.42E-01
487,1.79E+00,0.80756,,517,1.1017,7.68E-01
488,1.97E+00,0.88786,,518,1.2605,8.79E-01
489,1.97E+00,0.89155,,519,1.2222,8.52E-01
490,2.07E+00,0.93724,,520,1.3349,9.30E-01
491,2.03E+00,0.91924,,521,1.3452,9.38E-01
492,1.92E+00,0.86663,,522,1.376,9.59E-01
493,1.98E+00,0.89524,,523,1.2976,9.04E-01
494,2.00E+00,0.90401,,524,1.3962,9.73E-01
495,2.02E+00,0.91139,,525,1.3859,9.66E-01
496,2.03E+00,0.91693,,526,1.3479,9.39E-01
497,2.06E+00,0.93124,,527,1.1795,8.22E-01
498,1.96E+00,0.88647,,528,1.3508,9.41E-01
499,1.99E+00,0.89847,,529,1.4142,9.86E-01
500,1.93E+00,0.87263,,530,1.3598,9.48E-01
501,1.90E+00,0.8574,,531,1.4348,1.00E+00
502,1.88E+00,0.84771,,532,1.4094,9.82E-01
503,1.96E+00,0.88601,,533,1.259,8.77E-01
504,1.93E+00,0.87309,,534,1.3491,9.40E-01
505,1.98E+00,0.89616,,535,1.3701,9.55E-01
506,2.05E+00,0.92616,,536,1.4292,9.96E-01
507,1.95E+00,0.88001,,537,1.3229,9.22E-01
508,1.88E+00,0.84909,,538,1.3896,9.69E-01
509,1.93E+00,0.87124,,539,1.3558,9.45E-01
510,1.92E+00,0.86478,,540,1.3096,9.13E-01
511,1.96E+00,0.88647,,541,1.2595,8.78E-01
512,1.98E+00,0.89524,,542,1.3714,9.56E-01
513,1.87E+00,0.84586,,543,1.3493,9.40E-01
514,1.86E+00,0.83894,,544,1.3971,9.74E-01
515,1.84E+00,0.83017,,545,1.3657,9.52E-01
516,1.84E+00,0.82832,,546,1.3536,9.43E-01
517,1.63E+00,0.73325,,547,1.3717,9.56E-01
518,1.71E+00,0.77202,,548,1.3331,9.29E-01
519,1.80E+00,0.81079,,549,1.3752,9.58E-01
520,1.86E+00,0.84124,,550,1.3648,9.51E-01
521,1.88E+00,0.84955,,551,1.3639,9.51E-01
522,1.89E+00,0.85094,,552,1.3923,9.70E-01
523,1.85E+00,0.83571,,553,1.3533,9.43E-01
524,1.92E+00,0.86755,,554,1.3802,9.62E-01
525,1.95E+00,0.88001,,555,1.3883,9.68E-01
526,1.86E+00,0.84032,,556,1.3651,9.51E-01
527,1.76E+00,0.79233,,557,1.3321,9.28E-01
528,1.86E+00,0.84032,,558,1.3613,9.49E-01
529,1.97E+00,0.88786,,559,1.2885,8.98E-01
530,1.94E+00,0.8754,,560,1.3118,9.14E-01
531,1.97E+00,0.88924,,561,1.3885,9.68E-01
532,1.90E+00,0.85832,,562,1.3225,9.22E-01
533,1.85E+00,0.83248,,563,1.3731,9.57E-01
534,1.90E+00,0.85694,,564,1.3466,9.39E-01
535,1.94E+00,0.87493,,565,1.3555,9.45E-01
536,1.95E+00,0.88232,,566,1.2823,8.94E-01
537,1.87E+00,0.84586,,567,1.3673,9.53E-01
538,1.91E+00,0.86063,,568,1.3554,9.45E-01
539,1.89E+00,0.85324,,569,1.3228,9.22E-01
540,1.81E+00,0.81771,,570,1.324,9.23E-01
541,1.83E+00,0.82602,,571,1.281,8.93E-01
542,1.89E+00,0.85371,,572,1.3534,9.43E-01
543,1.87E+00,0.84217,,573,1.3595,9.48E-01
544,1.90E+00,0.85924,,574,1.3527,9.43E-01
545,1.90E+00,0.85601,,575,1.3225,9.22E-01
546,1.91E+00,0.86201,,576,1.3118,9.14E-01
547,1.90E+00,0.8597,,577,1.3452,9.38E-01
548,1.88E+00,0.84817,,578,1.304,9.09E-01
549,1.88E+00,0.85001,,579,1.323,9.22E-01
550,1.91E+00,0.86017,,580,1.3455,9.38E-01
551,1.88E+00,0.84909,,581,1.3518,9.42E-01
552,1.89E+00,0.85509,,582,1.3729,9.57E-01
553,1.86E+00,0.83986,,583,1.3872,9.67E-01
554,1.91E+00,0.86063,,584,1.3845,9.65E-01
555,1.91E+00,0.86294,,585,1.3737,9.57E-01
556,1.89E+00,0.85186,,586,1.3409,9.35E-01
557,1.83E+00,0.82555,,587,1.3708,9.55E-01
