Wavelength (nm),Irradiance (W/m^2 nm),Normalized,,wavelength,1.5 AM irrandiance,Normalized 1.5AM
558,1.82E+00,0.82048,,588,1.3403,9.34E-01
559,1.79E+00,0.80617,,589,1.1582,8.07E-01
560,1.81E+00,0.81725,,590,1.2316,8.58E-01
561,1.84E+00,0.82925,,591,1.3171,9.18E-01
562,1.83E+00,0.82463,,592,1.29,8.99E-01
563,1.88E+00,0.84955,,593,1.3086,9.12E-01
564,1.83E+00,0.8274,,594,1.3029,9.08E-01
565,1.82E+00,0.8214,,595,1.287,8.97E-01
566,1.80E+00,0.81032,,596,1.326,9.24E-01
567,1.84E+00,0.82786,,597,1.3303,9.27E-01
568,1.83E+00,0.82509,,598,1.3142,9.16E-01
569,1.81E+00,0.81494,,599,1.3145,9.16E-01
570,1.80E+00,0.81309,,600,1.3278,9.25E-01
571,1.79E+00,0.80525,,601,1.3123,9.15E-01
572,1.84E+00,0.83155,,602,1.2928,9.01E-01
573,1.87E+00,0.84171,,603,1.3205,9.20E-01
574,1.86E+00,0.84032,,604,1.3439,9.37E-01
575,1.83E+00,0.82648,,605,1.3418,9.35E-01
576,1.82E+00,0.81863,,606,1.3353,9.31E-01
577,1.83E+00,0.82694,,607,1.3434,9.36E-01
578,1.80E+00,0.81171,,608,1.3392,9.33E-01
579,1.80E+00,0.81079,,609,1.3292,9.26E-01
580,1.82E+00,0.82002,,610,1.3237,9.23E-01
581,1.82E+00,0.81955,,611,1.317,9.18E-01
582,1.84E+00,0.83109,,612,1.337,9.32E-01
583,1.84E+00,0.82971,,613,1.3182,9.19E-01
584,1.85E+00,0.83478,,614,1.2783,8.91E-01
585,1.80E+00,0.81263,,615,1.3254,9.24E-01
586,1.77E+00,0.79556,,616,1.2906,9.00E-01
587,1.81E+00,0.81632,,617,1.2744,8.88E-01
588,1.79E+00,0.80848,,618,1.3228,9.22E-01
589,1.65E+00,0.74064,,619,1.3292,9.26E-01
590,1.72E+00,0.77294,,620,1.3299,9.27E-01
591,1.78E+00,0.8034,,621,1.3359,9.31E-01
592,1.78E+00,0.80248,,622,1.2882,8.98E-01
593,1.78E+00,0.80433,,623,1.2793,8.92E-01
594,1.78E+00,0.80294,,624,1.2751,8.89E-01
595,1.75E+00,0.78956,,625,1.2667,8.83E-01
596,1.78E+00,0.80202,,626,1.2655,8.82E-01
597,1.77E+00,0.79648,,627,1.3022,9.08E-01
598,1.75E+00,0.7891,,628,1.2328,8.59E-01
599,1.75E+00,0.78679,,629,1.2758,8.89E-01
600,1.74E+00,0.78263,,630,1.2589,8.77E-01
601,1.72E+00,0.77248,,631,1.2799,8.92E-01
602,1.70E+00,0.76648,,632,1.2327,8.59E-01
603,1.73E+00,0.77802,,633,1.311,9.14E-01
604,1.75E+00,0.79048,,634,1.2907,9.00E-01
605,1.74E+00,0.7854,,635,1.3065,9.11E-01
606,1.73E+00,0.78033,,636,1.2768,8.90E-01
607,1.75E+00,0.78633,,637,1.3204,9.20E-01
608,1.72E+00,0.77571,,638,1.3292,9.26E-01
609,1.72E+00,0.77571,,639,1.3238,9.23E-01
610,1.71E+00,0.76833,,640,1.2962,9.03E-01
611,1.71E+00,0.77156,,641,1.297,9.04E-01
612,1.71E+00,0.76833,,642,1.2995,9.06E-01
613,1.68E+00,0.75771,,643,1.313,9.15E-01
614,1.66E+00,0.74571,,644,1.3074,9.11E-01
615,1.69E+00,0.76094,,645,1.317,9.18E-01
616,1.63E+00,0.73418,,646,1.2797,8.92E-01
617,1.63E+00,0.73187,,647,1.2744,8.88E-01
618,1.69E+00,0.76002,,648,1.2625,8.80E-01
619,1.67E+00,0.75171,,649,1.2234,8.53E-01
620,1.68E+00,0.75679,,650,1.2299,8.57E-01
621,1.69E+00,0.7591,,651,1.3071,9.11E-01
622,1.67E+00,0.75171,,652,1.2558,8.75E-01
623,1.65E+00,0.74156,,653,1.295,9.03E-01
624,1.62E+00,0.72726,,654,1.2807,8.93E-01
625,1.61E+00,0.72541,,655,1.222,8.52E-01
626,1.64E+00,0.73695,,656,1.0727,7.48E-01
627,1.67E+00,0.74941,,657,1.1218,7.82E-01
628,1.66E+00,0.74848,,658,1.254,8.74E-01
629,1.66E+00,0.74848,,659,1.2586,8.77E-01
630,1.63E+00,0.73233,,660,1.2668,8.83E-01
631,1.63E+00,0.73279,,661,1.2618,8.79E-01
632,1.60E+00,0.72126,,662,1.2518,8.72E-01
633,1.64E+00,0.73695,,663,1.2539,8.74E-01
634,1.61E+00,0.72449,,664,1.2647,8.81E-01
635,1.63E+00,0.73372,,665,1.2871,8.97E-01
636,1.60E+00,0.72079,,666,1.286,8.96E-01
637,1.63E+00,0.73095,,667,1.2767,8.90E-01
638,1.63E+00,0.73464,,668,1.281,8.93E-01
639,1.61E+00,0.72449,,669,1.3032,9.08E-01
640,1.59E+00,0.71526,,670,1.2853,8.96E-01
641,1.59E+00,0.71341,,671,1.2829,8.94E-01
642,1.58E+00,0.70833,,672,1.2651,8.82E-01
643,1.60E+00,0.71803,,673,1.276,8.89E-01
644,1.59E+00,0.71387,,674,1.2742,8.88E-01
645,1.59E+00,0.71618,,675,1.2639,8.81E-01
646,1.57E+00,0.7051,,676,1.2786,8.91E-01
647,1.58E+00,0.7088,,677,1.2669,8.83E-01
648,1.59E+00,0.71526,,678,1.2737,8.88E-01
649,1.56E+00,0.70095,,679,1.2629,8.80E-01
650,1.53E+00,0.68664,,680,1.265,8.82E-01
651,1.59E+00,0.71295,,681,1.2601,8.78E-01
652,1.57E+00,0.70464,,682,1.2662,8.82E-01
653,1.57E+00,0.70372,,683,1.2526,8.73E-01
654,1.54E+00,0.6931,,684,1.2445,8.67E-01
655,1.51E+00,0.67741,,685,1.2454,8.68E-01
656,1.32E+00,0.59065,,686,1.2174,8.48E-01
657,1.36E+00,0.6068,,687,0.88285,6.15E-01
658,1.51E+00,0.67741,,688,1.0195,7.11E-01
659,1.51E+00,0.67926,,689,1.026,7.15E-01
660,1.52E+00,0.68111,,690,1.0746,7.49E-01
661,1.53E+00,0.68572,,691,1.1201,7.81E-01
662,1.54E+00,0.69034,,692,1.1516,8.03E-01
663,1.50E+00,0.67511,,693,1.1446,7.98E-01
664,1.51E+00,0.6788,,694,1.1318,7.89E-01
665,1.51E+00,0.67603,,695,1.1538,8.04E-01
666,1.50E+00,0.67511,,696,1.1513,8.02E-01
667,1.50E+00,0.6728,,697,1.2151,8.47E-01
668,1.50E+00,0.67141,,698,1.1961,8.34E-01
669,1.52E+00,0.68111,,699,1.1721,8.17E-01
670,1.51E+00,0.67741,,700,1.1636,8.11E-01
671,1.51E+00,0.67649,,701,1.1489,8.01E-01
672,1.49E+00,0.67003,,702,1.15,8.02E-01
673,1.51E+00,0.67972,,703,1.1567,8.06E-01
674,1.51E+00,0.67649,,704,1.1864,8.27E-01
675,1.49E+00,0.66957,,705,1.1989,8.36E-01
676,1.50E+00,0.67372,,706,1.1925,8.31E-01
677,1.49E+00,0.66634,,707,1.1875,8.28E-01
678,1.49E+00,0.66772,,708,1.1839,8.25E-01
679,1.46E+00,0.65618,,709,1.188,8.28E-01
680,1.47E+00,0.66126,,710,1.1954,8.33E-01
681,1.46E+00,0.65665,,711,1.1934,8.32E-01
682,1.46E+00,0.65572,,712,1.1856,8.26E-01
683,1.46E+00,0.65434,,713,1.1719,8.17E-01
684,1.45E+00,0.65111,,714,1.1823,8.24E-01
685,1.46E+00,0.65618,,715,1.1428,7.96E-01
686,1.46E+00,0.65295,,716,1.1548,8.05E-01
687,1.47E+00,0.66126,,717,1.0081,7.03E-01
688,1.46E+00,0.65342,,718,0.93873,6.54E-01
689,1.45E+00,0.65203,,719,0.84274,5.87E-01
690,1.44E+00,0.64742,,720,0.8994,6.27E-01
691,1.43E+00,0.64234,,721,0.98967,6.90E-01
692,1.42E+00,0.63634,,722,1.1281,7.86E-01
693,1.42E+00,0.63726,,723,1.0423,7.26E-01
694,1.43E+00,0.63911,,724,0.96305,6.71E-01
695,1.43E+00,0.63911,,725,0.94741,6.60E-01
696,1.44E+00,0.64465,,726,0.98638,6.87E-01
697,1.43E+00,0.64188,,727,0.98988,6.90E-01
698,1.41E+00,0.63265,,728,0.94968,6.62E-01
699,1.43E+00,0.64142,,729,0.95503,6.66E-01
700,1.41E+00,0.63311,,730,1.0294,7.17E-01
701,1.41E+00,0.63173,,731,0.97702,6.81E-01
702,1.40E+00,0.62803,,732,1.052,7.33E-01
703,1.41E+00,0.6308,,733,1.0901,7.60E-01
704,1.42E+00,0.63726,,734,1.1261,7.85E-01
705,1.42E+00,0.63819,,735,1.1101,7.74E-01
706,1.41E+00,0.63173,,736,1.0994,7.66E-01
707,1.41E+00,0.63034,,737,1.0978,7.65E-01
708,1.41E+00,0.63173,,738,1.1184,7.79E-01
709,1.40E+00,0.62526,,739,1.0855,7.57E-01
710,1.40E+00,0.62849,,740,1.1119,7.75E-01
711,1.40E+00,0.62526,,741,1.1078,7.72E-01
712,1.39E+00,0.62019,,742,1.1084,7.73E-01
713,1.38E+00,0.6165,,743,1.1316,7.89E-01
714,1.38E+00,0.6188,,744,1.1408,7.95E-01
715,1.36E+00,0.6068,,745,1.1404,7.95E-01
716,1.36E+00,0.61003,,746,1.1381,7.93E-01
717,1.38E+00,0.6188,,747,1.1389,7.94E-01
718,1.36E+00,0.60865,,748,1.1323,7.89E-01
719,1.34E+00,0.59711,,749,1.1286,7.87E-01
720,1.36E+00,0.60911,,750,1.1273,7.86E-01
721,1.35E+00,0.60219,,751,1.1224,7.82E-01
722,1.35E+00,0.60173,,752,1.1265,7.85E-01
723,1.36E+00,0.60727,,753,1.121,7.81E-01
724,1.35E+00,0.60219,,754,1.1353,7.91E-01
725,1.34E+00,0.59804,,755,1.1321,7.89E-01
726,1.34E+00,0.59896,,756,1.1185,7.80E-01
727,1.35E+00,0.60311,,757,1.1176,7.79E-01
728,1.32E+00,0.59204,,758,1.1246,7.84E-01
729,1.30E+00,0.57958,,759,1.0932,7.62E-01
730,1.33E+00,0.59434,,760,0.24716,1.72E-01
731,1.32E+00,0.58973,,761,0.14328,9.99E-02
732,1.32E+00,0.59111,,762,0.63491,4.43E-01
733,1.32E+00,0.58927,,763,0.35217,2.45E-01
734,1.33E+00,0.59573,,764,0.49885,3.48E-01
735,1.31E+00,0.58696,,765,0.63377,4.42E-01
736,1.31E+00,0.58419,,766,0.7508,5.23E-01
737,1.32E+00,0.58881,,767,0.89574,6.24E-01
738,1.30E+00,0.57865,,768,1.0222,7.12E-01
739,1.27E+00,0.5685,,769,1.0347,7.21E-01
740,1.29E+00,0.57727,,770,1.0646,7.42E-01
741,1.27E+00,0.56758,,771,1.0716,7.47E-01
742,1.27E+00,0.56481,,772,1.0802,7.53E-01
743,1.30E+00,0.57865,,773,1.0797,7.53E-01
744,1.29E+00,0.57496,,774,1.08,7.53E-01
745,1.28E+00,0.57358,,775,1.0801,7.53E-01
746,1.29E+00,0.57635,,776,1.0827,7.55E-01
747,1.29E+00,0.57727,,777,1.0764,7.50E-01
748,1.29E+00,0.57588,,778,1.0754,7.50E-01
749,1.27E+00,0.56896,,779,1.0803,7.53E-01
750,1.27E+00,0.5685,,780,1.0687,7.45E-01
751,1.26E+00,0.5625,,781,1.0662,7.43E-01
752,1.27E+00,0.56481,,782,1.0714,7.47E-01
753,1.27E+00,0.56758,,783,1.0672,7.44E-01
754,1.27E+00,0.56896,,784,1.0602,7.39E-01
755,1.27E+00,0.56573,,785,1.0649,7.42E-01
756,1.27E+00,0.56527,,786,1.0656,7.43E-01
757,1.27E+00,0.56619,,787,1.053,7.34E-01
758,1.25E+00,0.55927,,788,1.0399,7.25E-01
759,1.25E+00,0.55742,,789,1.0359,7.22E-01
760,1.25E+00,0.55742,,790,1.0045,7.00E-01
761,1.25E+00,0.55558,,791,1.0179,7.09E-01
762,1.22E+00,0.54543,,792,1.0084,7.03E-01
763,1.25E+00,0.55604,,793,1.0015,6.98E-01
764,1.24E+00,0.55281,,794,1.0101,7.04E-01
765,1.23E+00,0.54681,,795,1.0066,7.02E-01
766,1.18E+00,0.52373,,796,0.98985,6.90E-01
767,1.22E+00,0.54219,,797,1.0057,7.01E-01
768,1.22E+00,0.5445,,798,1.0245,7.14E-01
769,1.21E+00,0.53896,,799,1.0048,7.00E-01
770,1.21E+00,0.53896,,800,0.98859,6.89E-01
771,1.20E+00,0.53527,,801,0.99978,6.97E-01
772,1.20E+00,0.53389,,802,1.0011,6.98E-01
773,1.21E+00,0.53712,,803,0.98288,6.85E-01
774,1.20E+00,0.53389,,804,0.99452,6.93E-01
775,1.19E+00,0.52927,,805,0.9727,6.78E-01
776,1.20E+00,0.53573,,806,1.0122,7.05E-01
777,1.19E+00,0.52835,,807,1.0018,6.98E-01
778,1.18E+00,0.52512,,808,0.99844,6.96E-01
779,1.18E+00,0.52558,,809,0.97353,6.79E-01
780,1.17E+00,0.52235,,810,0.97488,6.79E-01
781,1.17E+00,0.52281,,811,0.97273,6.78E-01
782,1.18E+00,0.52604,,812,0.94882,6.61E-01
783,1.16E+00,0.51635,,813,0.93236,6.50E-01
784,1.17E+00,0.51866,,814,0.83681,5.83E-01
785,1.16E+00,0.51543,,815,0.82927,5.78E-01
786,1.17E+00,0.52189,,816,0.77171,5.38E-01
787,1.17E+00,0.51958,,817,0.78984,5.50E-01
788,1.16E+00,0.51681,,818,0.76299,5.32E-01
789,1.17E+00,0.51958,,819,0.83844,5.84E-01
790,1.17E+00,0.51866,,820,0.79899,5.57E-01
791,1.15E+00,0.51127,,821,0.92292,6.43E-01
792,1.14E+00,0.5062,,822,0.88081,6.14E-01
793,1.12E+00,0.49928,,823,0.62576,4.36E-01
794,1.11E+00,0.49328,,824,0.86619,6.04E-01
795,1.14E+00,0.50527,,825,0.89752,6.26E-01
796,1.14E+00,0.50712,,826,0.8653,6.03E-01
797,1.14E+00,0.50666,,827,0.91178,6.35E-01
798,1.14E+00,0.5062,,828,0.7887,5.50E-01
799,1.14E+00,0.50666,,829,0.86135,6.00E-01
800,1.13E+00,0.50204,,830,0.8493,5.92E-01
801,1.13E+00,0.50343,,831,0.85666,5.97E-01
802,1.13E+00,0.50112,,832,0.82961,5.78E-01
803,1.12E+00,0.49881,,833,0.88622,6.18E-01
804,1.12E+00,0.49789,,834,0.86608,6.04E-01
805,1.11E+00,0.49143,,835,0.92917,6.48E-01
806,1.12E+00,0.49835,,836,0.90135,6.28E-01
807,1.11E+00,0.4942,,837,0.93493,6.52E-01
808,1.11E+00,0.49328,,838,0.92585,6.45E-01
809,1.10E+00,0.48912,,839,0.92783,6.47E-01
810,1.10E+00,0.49051,,840,0.94124,6.56E-01
811,1.12E+00,0.49558,,841,0.93626,6.53E-01
812,1.12E+00,0.49604,,842,0.92411,6.44E-01
813,1.12E+00,0.49697,,843,0.93171,6.49E-01
814,1.11E+00,0.49374,,844,0.91434,6.37E-01
815,1.11E+00,0.49097,,845,0.94226,6.57E-01
816,1.10E+00,0.49005,,846,0.94447,6.58E-01
817,1.10E+00,0.4882,,847,0.91947,6.41E-01
818,1.08E+00,0.47805,,848,0.9201,6.41E-01
819,1.07E+00,0.47528,,849,0.91447,6.37E-01
820,1.06E+00,0.47205,,850,0.829,5.78E-01
821,1.06E+00,0.47159,,851,0.90454,6.30E-01
822,1.07E+00,0.47251,,852,0.89942,6.27E-01
823,1.08E+00,0.47759,,853,0.8954,6.24E-01
824,1.07E+00,0.4762,,854,0.79,5.51E-01
825,1.07E+00,0.47482,,855,0.84746,5.91E-01
826,1.08E+00,0.47851,,856,0.90343,6.30E-01
827,1.08E+00,0.47759,,857,0.92059,6.42E-01
828,1.07E+00,0.47482,,858,0.92094,6.42E-01
829,1.06E+00,0.47159,,859,0.92081,6.42E-01
830,1.06E+00,0.4702,,860,0.91764,6.40E-01
831,1.05E+00,0.46743,,861,0.91648,6.39E-01
832,1.06E+00,0.46882,,862,0.92367,6.44E-01
833,1.02E+00,0.45359,,863,0.92934,6.48E-01
834,1.03E+00,0.45589,,864,0.90956,6.34E-01
835,1.05E+00,0.46328,,865,0.89487,6.24E-01
836,1.05E+00,0.46559,,866,0.78882,5.50E-01
837,1.05E+00,0.46328,,867,0.85066,5.93E-01
838,1.03E+00,0.45589,,868,0.8914,6.21E-01
839,1.03E+00,0.45451,,869,0.88252,6.15E-01
840,1.04E+00,0.46236,,870,0.89933,6.27E-01
841,1.04E+00,0.45959,,871,0.88671,6.18E-01
842,1.03E+00,0.45543,,872,0.89887,6.26E-01
843,1.02E+00,0.4499,,873,0.88999,6.20E-01
844,1.01E+00,0.44666,,874,0.87451,6.10E-01
845,1.03E+00,0.45774,,875,0.86204,6.01E-01
846,1.03E+00,0.45497,,876,0.88625,6.18E-01
847,1.00E+00,0.44436,,877,0.88948,6.20E-01
848,1.00E+00,0.4439,,878,0.88607,6.18E-01
849,9.75E-01,0.43093,,879,0.87144,6.07E-01
850,9.33E-01,0.41159,,880,0.87434,6.09E-01
851,9.94E-01,0.4397,,881,0.84563,5.89E-01
852,9.84E-01,0.43531,,882,0.86787,6.05E-01
853,9.43E-01,0.41607,,883,0.86494,6.03E-01
854,8.18E-01,0.35847,,884,0.86859,6.05E-01
855,8.93E-01,0.39313,,885,0.87913,6.13E-01
856,9.78E-01,0.4325,,886,0.84515,5.89E-01
857,9.96E-01,0.44085,,887,0.84799,5.91E-01
858,9.91E-01,0.43813,,888,0.85899,5.99E-01
859,9.89E-01,0.43762,,889,0.87041,6.07E-01
860,9.90E-01,0.43771,,890,0.86078,6.00E-01
861,9.85E-01,0.43545,,891,0.86255,6.01E-01
862,9.99E-01,0.44223,,892,0.84688,5.90E-01
863,1.02E+00,0.45313,,893,0.81412,5.67E-01
864,9.72E-01,0.4294,,894,0.79413,5.53E-01
865,9.63E-01,0.4253,,895,0.75956,5.29E-01
866,8.66E-01,0.38049,,896,0.71265,4.97E-01
867,9.03E-01,0.39784,,897,0.6231,4.34E-01
868,9.83E-01,0.43453,,898,0.67137,4.68E-01
869,9.62E-01,0.42502,,899,0.51461,3.59E-01
870,9.89E-01,0.43762,,900,0.69429,4.84E-01
871,9.76E-01,0.43144,,901,0.56162,3.91E-01
872,9.72E-01,0.42973,,902,0.625,4.36E-01
873,9.70E-01,0.4288,,903,0.64483,4.49E-01
874,9.59E-01,0.42345,,904,0.78862,5.50E-01
875,9.40E-01,0.41459,,905,0.76337,5.32E-01
876,9.50E-01,0.41925,,906,0.72502,5.05E-01
877,9.59E-01,0.4235,,907,0.59833,4.17E-01
878,9.70E-01,0.42876,,908,0.61091,4.26E-01
879,9.55E-01,0.42174,,909,0.65912,4.59E-01
880,9.34E-01,0.41224,,910,0.58553,4.08E-01
881,9.23E-01,0.40702,,911,0.6258,4.36E-01
882,9.44E-01,0.41648,,912,0.64508,4.50E-01
883,9.45E-01,0.41704,,913,0.58906,4.11E-01
884,9.41E-01,0.41528,,914,0.5874,4.09E-01
885,9.48E-01,0.41851,,915,0.6355,4.43E-01
886,9.13E-01,0.40218,,916,0.54099,3.77E-01
887,9.16E-01,0.40365,,917,0.6835,4.76E-01
888,9.36E-01,0.41284,,918,0.55612,3.88E-01
889,9.36E-01,0.41298,,919,0.69161,4.82E-01
890,9.39E-01,0.41422,,920,0.69657,4.85E-01
891,9.32E-01,0.41094,,921,0.73004,5.09E-01
892,9.17E-01,0.40407,,922,0.65584,4.57E-01
893,9.11E-01,0.40153,,923,0.69698,4.86E-01
894,9.13E-01,0.40255,,924,0.67571,4.71E-01
895,9.10E-01,0.40088,,925,0.66621,4.64E-01
896,9.23E-01,0.40707,,926,0.65875,4.59E-01
897,9.09E-01,0.40065,,927,0.73684,5.14E-01
898,9.13E-01,0.40241,,928,0.55363,3.86E-01
899,9.10E-01,0.40116,,929,0.51792,3.61E-01
900,8.90E-01,0.39156,,930,0.40679,2.84E-01
901,8.59E-01,0.37744,,931,0.3854,2.69E-01
902,8.68E-01,0.3815,,932,0.28386,1.98E-01
903,9.01E-01,0.39673,,933,0.23459,1.64E-01
904,9.10E-01,0.40088,,934,0.13604,9.48E-02
905,9.07E-01,0.39968,,935,0.2369,1.65E-01
906,8.86E-01,0.38999,,936,0.15267,1.06E-01
907,8.93E-01,0.39332,,937,0.15453,1.08E-01
908,8.78E-01,0.38607,,938,0.18962,1.32E-01
909,8.60E-01,0.37781,,939,0.37591,2.62E-01
910,8.77E-01,0.38565,,940,0.44411,3.10E-01
911,8.72E-01,0.38353,,941,0.35071,2.44E-01
912,8.73E-01,0.38409,,942,0.38192,2.66E-01
913,8.93E-01,0.39295,,943,0.26289,1.83E-01
914,8.82E-01,0.38805,,944,0.26987,1.88E-01
915,8.75E-01,0.38469,,945,0.34729,2.42E-01
916,8.79E-01,0.38644,,946,0.18409,1.28E-01
917,8.66E-01,0.38072,,947,0.3501,2.44E-01
918,8.70E-01,0.38266,,948,0.25911,1.81E-01
919,8.73E-01,0.38404,,949,0.46514,3.24E-01
920,8.63E-01,0.3791,,950,0.13944,9.72E-02
921,8.41E-01,0.36913,,951,0.45563,3.18E-01
922,8.38E-01,0.36766,,952,0.25418,1.77E-01
923,8.15E-01,0.35704,,953,0.32442,2.26E-01
924,8.41E-01,0.36895,,954,0.39988,2.79E-01
925,8.40E-01,0.36886,,955,0.32204,2.24E-01
926,8.30E-01,0.36392,,956,0.30996,2.16E-01
927,8.56E-01,0.3761,,957,0.25591,1.78E-01
928,8.58E-01,0.37675,,958,0.43453,3.03E-01
929,8.46E-01,0.37149,,959,0.35294,2.46E-01
930,8.51E-01,0.37352,,960,0.39685,2.77E-01
931,8.51E-01,0.37352,,961,0.43481,3.03E-01
932,8.46E-01,0.37144,,962,0.41664,2.90E-01
933,8.49E-01,0.37292,,963,0.47585,3.32E-01
934,8.47E-01,0.37195,,964,0.43242,3.01E-01
935,8.37E-01,0.36733,,965,0.47469,3.31E-01
936,8.33E-01,0.36544,,966,0.47377,3.30E-01
937,8.39E-01,0.36816,,967,0.47353,3.30E-01
938,8.38E-01,0.36784,,968,0.61301,4.27E-01
939,8.32E-01,0.36507,,969,0.6448,4.49E-01
940,8.22E-01,0.36055,,970,0.59689,4.16E-01
941,7.93E-01,0.34675,,971,0.67059,4.67E-01
942,8.09E-01,0.35437,,972,0.64629,4.50E-01
943,8.19E-01,0.35893,,973,0.57081,3.98E-01
944,8.08E-01,0.35386,,974,0.5417,3.78E-01
945,8.16E-01,0.3576,,975,0.55536,3.87E-01
946,8.19E-01,0.35893,,976,0.53872,3.75E-01
947,8.21E-01,0.35976,,977,0.60084,4.19E-01
948,8.21E-01,0.36009,,978,0.57903,4.04E-01
949,8.21E-01,0.35976,,979,0.60046,4.19E-01
950,8.15E-01,0.35709,,980,0.56941,3.97E-01
951,8.11E-01,0.35506,,981,0.67058,4.67E-01
952,8.11E-01,0.35538,,982,0.65102,4.54E-01
953,8.04E-01,0.35197,,983,0.62915,4.38E-01
954,7.79E-01,0.34061,,984,0.6929,4.83E-01
955,7.66E-01,0.33452,,985,0.64734,4.51E-01
956,7.98E-01,0.34947,,986,0.70553,4.92E-01
957,7.92E-01,0.34661,,987,0.69489,4.84E-01
958,8.01E-01,0.35058,,988,0.69059,4.81E-01
959,8.02E-01,0.35095,,989,0.70391,4.91E-01
960,7.90E-01,0.34574,,990,0.68843,4.80E-01
961,7.94E-01,0.34749,,991,0.70833,4.94E-01
962,7.87E-01,0.34435,,992,0.70597,4.92E-01
963,7.83E-01,0.34255,,993,0.69325,4.83E-01
964,7.83E-01,0.34241,,994,0.70891,4.94E-01
965,7.80E-01,0.34098,,995,0.70673,4.93E-01
966,7.74E-01,0.33807,,996,0.70409,4.91E-01
967,7.80E-01,0.34117,,997,0.69555,4.85E-01
968,7.79E-01,0.34066,,998,0.69481,4.84E-01
969,7.79E-01,0.34043,,999,0.69455,4.84E-01
970,7.78E-01,0.34006,,1000,0.69159,4.82E-01
971,7.76E-01,0.33895,,1001,0.70013,4.88E-01
972,7.77E-01,0.33978,,1002,0.68498,4.77E-01
973,7.69E-01,0.336,,1003,0.69086,4.82E-01
974,7.60E-01,0.33166,,1004,0.68056,4.74E-01
975,7.69E-01,0.33591,,1005,0.6414,4.47E-01
976,7.65E-01,0.33392,,1006,0.67047,4.67E-01
977,7.63E-01,0.33314,,1007,0.68463,4.77E-01
978,7.62E-01,0.33263,,1008,0.68407,4.77E-01
979,7.56E-01,0.32968,,1009,0.67742,4.72E-01
980,7.59E-01,0.33148,,1010,0.67695,4.72E-01
981,7.64E-01,0.33337,,1011,0.68034,4.74E-01
982,7.61E-01,0.33217,,1012,0.67667,4.72E-01
983,7.55E-01,0.32963,,1013,0.67556,4.71E-01
984,7.54E-01,0.32917,,1014,0.67848,4.73E-01
985,7.55E-01,0.32944,,1015,0.66676,4.65E-01
986,7.49E-01,0.32686,,1016,0.66976,4.67E-01
987,7.48E-01,0.32617,,1017,0.66237,4.62E-01
988,7.49E-01,0.32663,,1018,0.67263,4.69E-01
989,7.37E-01,0.32118,,1019,0.6488,4.52E-01
990,7.40E-01,0.32261,,1020,0.65839,4.59E-01
991,7.42E-01,0.32321,,1021,0.66107,4.61E-01
992,7.44E-01,0.32428,,1022,0.6498,4.53E-01
993,7.42E-01,0.32335,,1023,0.6549,4.56E-01
994,7.42E-01,0.32335,,1024,0.65077,4.54E-01
995,7.39E-01,0.32183,,1025,0.65727,4.58E-01
996,7.38E-01,0.32155,,1026,0.65625,4.57E-01
997,7.38E-01,0.32141,,1027,0.65318,4.55E-01
998,7.35E-01,0.32026,,1028,0.65398,4.56E-01
999,7.32E-01,0.31869,,1029,0.64687,4.51E-01
1000,7.31E-01,0.31823,,1030,0.65092,4.54E-01
1001,7.35E-01,0.32031,,1031,0.64799,4.52E-01
1002,7.32E-01,0.31883,,1032,0.64852,4.52E-01
